No,質問,期待回答,実際回答,スコア,判定
69,電話が使えなくなりました。どのようにすればよろしいですか,故障が考えられます。\nNTTルーター(HGW)のプランのひかり電話をご確認ください。\nランプが消灯していた場合は、故障になります。\n0120-805-113または0120-36-3624までお問い合わせください。,"お電話がご利用いただけないとのこと、ご不便をおかけしております。

お問い合わせいただいた件につきまして、お調べしましたが、ご案内できる情報が見つかりませんでした。誠に申し訳ございません。

一般的に、電話が利用できない場合、端末の一時的な不具合や、お支払い状況などが原因として考えられます。

お手数ですが、まずは電話機本体の再起動をお試しいただけますでしょうか。

それでも改善しない場合は、詳しい状況をお伺いする必要がございますので、恐れ入りますが、担当部署まで直接お問い合わせくださいますようお願いいたします。",0.0,×
70,送付住所変更希望,毎月届く請求書や明細などの送付物の宛名・住所に変更されたい場合は、お電話のみ承っております。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。
送付先住所の変更をご希望とのこと、承知いたしました。

お調べいたしましたが、ご提供いただいた情報の中には、住所変更のお手続きに関する具体的なご案内が見つかりませんでした。誠に申し訳ございません。

大変お手数をおかけいたしますが、ご契約内容を確認のうえで正確にご案内させていただきたく存じますので、担当窓口までお問い合わせいただけますでしょうか。

どうぞよろしくお願いいたします。",0.0,×
71,解約はどのくらいまえに連絡すればよろしいですか,解約を希望する1ヶ月前までにご連絡ください。,"お問い合わせいただき、ありがとうございます。
解約のご連絡時期についてですね。

大変申し訳ございませんが、お調べいたしましたが、解約手続きに関する情報を見つけることができませんでした。

通常、解約のご連絡時期はご契約内容によって異なりますので、お手数ではございますが、ご契約時の書類をご確認いただくか、担当部署へ直接お問い合わせいただけますでしょうか。",0.803,〇
72,請求書の支払期限がきれてしまいました。どのようにすればよろしいですか,自動的に再送されます。,"お問い合わせいただきありがとうございます。
請求書の支払期限が過ぎてしまったとのこと、ご心配のことと存じます。

支払期限が過ぎた請求書につきましては、後日、自動的に再送されるようになっております。
再送された請求書がお手元に届きましたら、そちらをご利用の上、お支払い手続きをお願いいたします。

その他、ご不明な点がございましたらお気軽にお尋ねください。",0.755,〇
73,V6プラスを利用したい,0120-36-3624までお問い合わせください。\n当社にてV6プラスの信号を送信し、翌日からご利用頂けます。\n※インターネット(V6プラス)がご利用できない場合は、何らかの理由がございますので、こちらも当社までお問い合わせください。,"V6プラスのご利用をご希望ですね。

お申し込みは、お電話にて承っております。お手数ですが、以下の番号までご連絡ください。

**【お問い合わせ窓口】**
**0120-36-3624**

ご連絡をいただいた後、当社にてV6プラス開通のための信号を送信いたします。お手続きの翌日からご利用可能となります。

もし翌日になってもご利用いただけない場合は、何らかの理由が考えられますので、お手数ですが再度同じ番号までお問い合わせくださいますようお願いいたします。",0.819,〇
74,V6プラスをきってほしい,0120-36-3624までお問い合わせください。\n当社にてV6プラスの信号を切断後、翌日からご利用頂けなくなります。,"お問い合わせいただきありがとうございます。

V6プラスの停止をご希望とのこと、承知いたしました。
お手続きはお電話にて承っておりますので、お手数ですが以下の窓口までご連絡をお願いいたします。

**【お問い合わせ窓口】**
**電話番号： 0120-36-3624**

ご連絡いただいた後、当社にてV6プラスの信号を切断いたします。手続き完了後、翌日からご利用いただけなくなりますのでご了承ください。

ご不明な点がございましたら、お気軽にお尋ねください。",0.766,〇
75,プロバイダのパスワードを無くしました。再度発行してもらえますか,再発行可能です。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。
プロバイダのパスワードを紛失されたとのこと、ご不便をおかけしております。

通常、ご契約されているプロバイダの会員様専用サイトにて、パスワードの再発行や再設定のお手続きが可能です。
「パスワードをお忘れの方はこちら」といったご案内をご確認いただけますでしょうか。

もしウェブサイトでのお手続きが難しい場合や、ログインIDなどもご不明な場合は、お手数ですがプロバイダのサポートセンターへ直接お問い合わせくださいますようお願いいたします。
その際、ご本人様確認が必要となる場合がございますので、ご了承ください。",0.77,〇
76,ONUとはなんですか,ONU(光回線終端装置)とは、光回線を利用するために光信号とデジタル信号を相互に変換する機器です。\n光ファイバーケーブルから送られてくる光信号をデジタル信号に変換したりパソコンやスマートフォンなどの端末から送られてくるデジタル信号を光信号に変換する役割を果たします。\nこの装置がないとインターネットや固定電話がご利用できません。,"ONUについてのご質問ですね。

ONU（光回線終端装置）とは、光回線でインターネットをご利用になる際に必要となる機器です。

光ファイバーケーブルから送られてくる「光信号」と、パソコンやスマートフォンなどが使う「デジタル信号」を相互に変換する役割を担っています。

この装置がないとインターネットやひかり電話をご利用いただくことができませんので、非常に重要な機器となります。",0.921,〇
77,ホームゲートウェイ(HGW)とはなんですか,ホームゲートウェイ(HGW)とは、光回線やひかり電話などの機能が一体になった機器です。\n一般的に「ひかり電話対応ルーター」とも呼ばれます。,"お問い合わせありがとうございます。

ホームゲートウェイ(HGW)とは、光回線に接続するための機能や、ひかり電話の機能が一つにまとまった機器のことです。
一般的に「ひかり電話対応ルーター」とも呼ばれています。

ご不明な点がございましたら、お気軽にお尋ねください。",0.888,〇
78,ホームゲートウェイのランプ状態について,下記URLをご参照ください。\n\nNTT西日本参考サイト\nhttps://flets-w.com/user/support/solve/notconnect/check_03/ \n\nNTT東日本参考サイト\nhttps://web113.ntt-east.co.jp/selfcheck/internet/,"お問い合わせいただきありがとうございます。
ホームゲートウェイのランプ状態についてですね。

ご提供いただいた情報の中に関連する内容が見当たらなかったため、一般的なご案内をさせていただきます。

ホームゲートウェイのランプは、その色や状態（点灯・点滅）によって、機器が正常に動作しているか、あるいは何らかの問題が発生しているかを示しています。

一般的なランプの状態は以下の通りです。
*   **緑色点灯**：正常に動作している状態です。
*   **緑色点滅**：データを通信中です。
*   **橙色（オレンジ色）**：設定中や、一時的な接続不良の可能性があります。
*   **赤色点灯・点滅**：機器の故障や回線に問題が発生している可能性があります。

もしランプが赤色に点灯しているなど、ご不安な状態でしたら、一度ホームゲートウェイの電源を抜き、数分待ってから再度電源を入れ直す（再起動する）ことで改善する場合がございます。

お手数ですが、どのランプがどのような色・状態で光っているか、もう少し詳しく教えていただけますでしょうか。そうしますと、より的確なご案内ができますので、お気軽にお申し付けください。",0.51,×
79,電話番号を解約して、ネットだけにしたい,可能です。\nNTTルーターが変更になる場合・再設定が必要になる場合がございます。,"お問い合わせいただき、ありがとうございます。

電話サービスを解約し、インターネットサービスのみのご利用をご希望とのこと、承知いたしました。

誠に申し訳ございませんが、お調べしたところ、お手続きに関する情報が見つかりませんでした。

ご契約プランによってお手続きの方法が異なる可能性がございますので、詳細を確認させていただきたく存じます。
大変お手数ではございますが、担当部署にてご案内いたしますので、弊社カスタマーサポートまでお問い合わせいただけますでしょうか。

ご不便をおかけいたしますが、何卒よろしくお願い申し上げます。",0.0,×
80,解約後について,解約後、何かしらのサービスがご利用いただけなくなった場合、当社では責任を持つことはできません。\n早急にご利用の復旧に向け手続きを致しますが、お時間が要する場合がございますので解約をご検討・事業者変更の場合は特にご注意ください。,"お問い合わせありがとうございます。

「解約後」についてですね。
恐れ入りますが、いただいた参考情報の中に関連する内容が見つかりませんでした。

もしよろしければ、解約後のどのような点についてお知りになりたいか、もう少し詳しく教えていただけますでしょうか。

例えば、「レンタル機器の返却方法」や「最終的なご請求について」など、具体的な内容をお知らせいただけますと、関連する情報をお探ししやすくなります。",0.0,×
81,リモートサポートについて,遠隔ソフトを使って当社にて、セキュリティソフトのインストール・メールアドレスの設定などを支援するサポートメニューとなります。\n月額料金 550円\n事務契約手数料 0円,"お問い合わせいただき、ありがとうございます。
リモートサポートについてですね。

誠に申し訳ございませんが、お調べいたしましたが、現在ご案内できるリモートサポートに関する情報が見つかりませんでした。

一般的に「リモートサポート」とは、サポート担当者がお客様のパソコンやスマートフォンの画面をインターネット経由で拝見しながら、遠隔で操作のご案内や設定のお手伝いをさせていただくサービスのことです。

もし弊社のリモートサポートサービスについて、具体的なご利用方法やサービス内容をお知りになりたい場合は、お手数ですが担当部署へご確認いただけますでしょうか。",0.0,×
82,スリムテレビについて,スリムテレビとは、NTT東西のフレッツテレビと同等のサービスとなります。\n月額料金 825円で地デジとBSサービスをご利用頂けます。\nご利用頂けるチャンネルは、地域により異なります。\nNTT西日本 参考URL\nhttps://flets-w.com/opt/ftv/terms/channel.html \n\nNTT東日本 参考URL\nhttps://flets.com/ftv/channel.html \n\nご利用頂くには、提供エリアでかつ、対応のルーター・テレビ配線が必要となります。\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。

誠に申し訳ございませんが、ご質問いただいた「スリムテレビ」に関する情報が見つかりませんでした。

恐れ入りますが、どのような情報をお探しでしょうか。
もう少し詳しく教えていただけますと、お調べすることが可能でございます。",0.0,×
83,電話のみの利用は可能ですか,ご利用可能です,はい、電話のみでのご利用も可能でございます。,0.774,〇
84,故障センターに繋がる番号を教えてください,下記が窓口となります。\n電話が使えない・光ファイバーが断線したなどの故障時の場合\n・0120-805-113 9時〜17時 (17時以降は録音により順次折り返し対応となります)\n\nインターネットが使えないなどの場合\n・0120-36-3624 10時〜19時(土 10時〜17時) ※日・祝除く,"お問い合わせいただき、ありがとうございます。

恐れ入ります、いただいた情報の中には「故障センター」専用の電話番号は見当たりませんでした。

しかしながら、工事に関するお問い合わせ窓口として、以下の番号がございます。
故障に関しましてもご案内できる可能性がございますので、お手数ですがこちらにご連絡いただけますでしょうか。

【お問い合わせ窓口】
**0120-36-3624**",0.0,×
85,公式LINEのIDを教えてください,@479bygytになります。,"お問い合わせありがとうございます。
当社の公式LINE IDは「@479bygyt」でございます。

よろしければ、こちらのIDで検索のうえ、友だち登録をお願いいたします。",0.645,×
86,インターネットの接続設定について,設定方法ですが、4通りございます。\n\nPPPoE設定\n◆NTTルーター(HGW)の設定する場合 ※ONUのみは対象外\nNTTルータ(HGW)をパソコンをインターネットケーブル(LANケーブル)で繋ぎます。(スマートフォンで設定の場合は、Wi-Fiルーターを用意しアクセスポイントモードに切替Wi-Fi経由で接続します)\nインターネットを開き、192.168.1.1 と検索し、ログイン画面を表示します。\nID user パスワード user を入力し、ログインをして頂きます。\n※ログインできない場合は初期化が必要になる場合がございます。(ひかり電話番号が2契約以上ある場合は、当社までご連絡ください。)\n\nその後、接続先設定の画面が表示されていた場合は、接続先名 スリム 接続先ユーザ名 当社より送付しているID情報 接続パスワード 当社より送付しているパスワード情報をご入力します。\n入力後、画面を下にスクロールいただき、設定をクリックいただき、設定完了です。\n無事インターネットが繋がると、NTTルーター(HGW)のPPPoEランプが緑に点灯します。\n※画面がでてこない場合は、左のタブの接続先設定IPv4 PPPoEをクリック頂き、画面中部のメインセッションをクリック頂くと表示されます。\n\n◆各種Wi-Fiルーターに設定する場合\n各種Wi-Fiルーターを参照ください。\n\n参考URL PPPoE設定\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm \n\nIPoE\n◆NTTルーター(HGW)の設定する場合 ※ONUのみは対象外\n当社より、IPoE方式でご利用するための信号を送信いたします。\n翌日以降ご利用頂けます。\n※当社の信号が送信できない理由(解消までご利用できません)\n他社様のIPoEの信号が切れてない・契約者・CAF相違で現地のルーターが識別できない・NTTルーター(HGW)の電源が入ってないなど。\n\n◆各種Wi-Fiルーターに設定する場合\n\n参考URL (IPv6プラス設定)\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm,"お問い合わせいただきありがとうございます。
インターネットの接続設定についてですね。

誠に申し訳ございませんが、いただきました情報の中に関連する内容が見つかりませんでした。

もしよろしければ、どのような機器の接続設定をご希望か、もう少し詳しく教えていただけますでしょうか。

例えば、以下のような内容についてお知らせいただけますと、より的確にご案内ができます。

*   Wi-Fiルーターの初期設定方法
*   パソコンやスマートフォンのインターネット接続方法
*   ご契約後の初回インターネット接続設定

お手数をおかけいたしますが、よろしくお願いいたします。",0.0,×
87,PPPOEとIPOEについて,PPoEとIPoEは、インターネットに接続する方式の違いです。\nPPPoEは従来の方式で、IPoEは次世代の方式です。\n\nPPPoE\n接続方式 プロバイダーの網終端装置を経由するトンネル方式\n通信速度 最大1Gbps\nインターネットプロトコル IPv4のみ対応\n接続時の認証 IDとパスワードの入力が必要\n\nIPoE\n接続方式 プロバイダのネットワーク（イーサネット）に直接接続するネイティブ方式\n通信速度 最大10Gbps\nインターネットプロトコル IPv4とIPv6の両方に対応\n接続時の認証 IDとパスワードの入力が不要,"お問い合わせありがとうございます。
PPPoEとIPoEについてご説明しますね。

PPPoEとIPoEは、どちらもインターネットに接続するための「接続方式」の種類です。
PPPoEが従来の方式、IPoEがより新しい次世代の方式とお考えいただくと分かりやすいです。

それぞれの特徴は以下の通りです。

### **PPPoE**
*   **接続の仕組み**: プロバイダーの設備を経由して接続します。（トンネル方式）
*   **通信速度**: 最大1Gbps
*   **認証**: 接続時にIDとパスワードの入力が必要です。
*   **その他**: 従来のインターネットプロトコルである「IPv4」に対応しています。

### **IPoE**
*   **接続の仕組み**: プロバイダーのネットワークへ直接接続します。（ネイティブ方式）
*   **通信速度**: 最大10Gbps
*   **認証**: 接続時のIDとパスワード入力は不要です。
*   **その他**: 新旧両方のインターネットプロトコル「IPv4」「IPv6」に対応しています。

IPoE方式は、PPPoE方式に比べて通信速度が速く、認証の手間がないといったメリットがございます。

ご不明な点がございましたら、お気軽にお尋ねください。",0.874,〇
88,CAP番号について,CAF番号(キャフ番号)とは、フレッツ光やスリム光などの光回線の契約時にNTTから発行されるお客さまIDです。\n英数字で構成されており、光回線そのものの識別番号として機能します。\n当社では、V6プラスの信号を送信するときに利用します。,"お問い合わせありがとうございます。

もしかして「CAF番号（キャフばんごう）」のことでしょうか？

CAF番号とは、フレッツ光やスリム光などの光回線をご契約された際に、NTTから発行されるお客様IDのことです。
英数字で構成されており、光回線そのものを識別するための番号として機能します。

当社では、V6プラスの信号を送信する際にこの番号を利用しております。",0.894,〇
89,事務手数料について,事務手数料ですが、一律2200円となります。\nご契約情報の変更の時にかかります。,"お問い合わせいただきありがとうございます。

申し訳ございませんが、ご質問いただいた事務手数料に関する情報が見つかりませんでした。
お手数をおかけいたしますが、詳細につきましては、担当窓口までお問い合わせいただけますでしょうか。",0.0,×
90,移転工事費用について,契約料 880円 引込工事料金が22000円となります。\nひかり電話・スリムテレビがある場合、別途費用がかかります。,"お問い合わせいただき、ありがとうございます。

申し訳ございませんが、ご質問いただいた移転工事費用に関する情報が見つかりませんでした。
移転先の建物の状況や工事内容によって費用が異なるため、個別のお見積もりが必要となる場合がございます。

お手数をおかけいたしますが、詳細につきましては担当部署へお問い合わせいただけますでしょうか。",0.0,×
91,TPLINKの中継器設定について,TP-Linkの中継器の設定には、Wi-FiルーターのWPSボタンを使用する方法や、スマートフォンアプリ「Tether」を使用する方法などがあります。\n\n【WPSボタンを使用する方法】\n中継器をWi-Fiルーターのそばのコンセントに接続します。\nWi-FiルーターのWPSボタン(AOSSやかんたん接続ボタン9を押します。\n中継器のWPSボタンを押します。\n中継器のランプが点灯に変わるまで待ちます。\nランプが点灯後、設定完了になります。\n\n参考URL\nhttps://www.tp-link.com/jp/support/faq/1699/,"お問い合わせありがとうございます。
TP-Linkの中継器設定についてですね。

TP-Linkの中継器は、Wi-FiルーターのWPSボタンを使うと簡単に設定できます。
手順は以下の通りです。

**【WPSボタンを使用する方法】**

1.  中継器を、現在お使いのWi-Fiルーターの近くにあるコンセントに差し込みます。
2.  Wi-FiルーターのWPSボタン（※）を押します。
    ※「AOSS」や「かんたん接続」といった名称のボタンの場合もあります。
3.  次に、中継器のWPSボタンを押します。
4.  中継器のランプが点滅から点灯に変わるまで、しばらくお待ちください。
5.  ランプが点灯に変われば設定完了です。

より詳しい情報や、スマートフォンアプリ「Tether」を使った設定方法については、以下の公式サイトもご参照ください。

参考URL: [https://www.tp-link.com/jp/support/faq/1699/](https://www.tp-link.com/jp/support/faq/1699/)

ご不明な点がございましたら、お気軽にお声がけください。",0.852,〇
92,ゲーム機をインターネットに接続する方法,各種URL\nhttps://support.nintendo.com/jp/switch/internet/wireless.html \nhttps://support.nintendo.com/jp/switch/internet/wired.html \nhttps://www.playstation.com/ja-jp/support/connectivity/internet-connect-playstation/,"お問い合わせありがとうございます。

ゲーム機をインターネットに接続する方法についてですね。
主な方法として、有線接続と無線接続（Wi-Fi）の2つがございます。

**1. 有線で接続する方法（LANケーブルを使用）**
LANケーブルを使って、ゲーム機とご自宅のルーターを直接つなぐ方法です。通信が安定しやすいというメリットがあります。

**2. 無線で接続する方法（Wi-Fiを使用）**
ゲーム機の設定画面から、ご自宅のWi-Fiネットワーク（SSIDとも呼ばれます）を探して選択し、パスワード（暗号化キー）を入力して接続する方法です。ケーブルが不要ですっきり配線できるのが特徴です。

Wi-Fiのパスワードは、多くの場合、ルーター本体の側面や底面に貼られたシールに記載されていますので、ご確認ください。

ご利用の環境に合わせて、どちらかの方法をお試しください。
もし詳細な設定手順がご不明な場合は、お使いのゲーム機の取扱説明書なども合わせてご確認いただけますと幸いです。",0.185,×
93,WiFiの接続方法について,Wi-Fiに接続するには、Wi-FiルーターとWi-Fi対応の機器(パソコンやスマートフォンなど)が必要です。\nネットワーク名(SSID)と暗号化キー(パスワード)を入力することで接続できます。,"お問い合わせありがとうございます。
Wi-Fiの接続方法についてですね。

新しいパソコンやスマートフォンをWi-Fiに接続される場合、回線側での特別な手続きは必要ございません。お使いの端末側での設定のみで接続が完了いたします。

詳しい設定方法につきましては、ご利用の端末のOS（オペレーティングシステム）に応じて、以下の公式サイトをご参照ください。

*   **Windowsをご利用の場合：**
    [https://support.microsoft.com/ja-jp/windows/windows-で-wi-fi-ネットワークに接続する-1f881677-b569-0cd5-010d-e3cd3579d263](https://support.microsoft.com/ja-jp/windows/windows-で-wi-fi-ネットワークに接続する-1f881677-b569-0cd5-010d-e3cd3579d263)

*   **Androidスマートフォンをご利用の場合：**
    [https://support.google.com/android/answer/9075847?hl=ja](https://support.google.com/android/answer/9075847?hl=ja)

*   **iPhoneをご利用の場合：**
    [https://support.apple.com/ja-jp/111107](https://support.apple.com/ja-jp/111107)

もし上記で解決しない場合や、ご不明な点がございましたら、再度お気軽にご質問ください。",0.807,〇
94,落雷直後からネットが使えなくなった,落雷直後にインターネットが使えなくなった場合は、機器の電源を再起動したり、ケーブルを接続し直したりすることで改善する場合があります。\n\n【対処法】\nモデムや機器の電源を再起動する。\nモデムや機器の電源コードを抜き、数分間待って差込み直す。\nケーブルを再接続する。\n電源コードが抜かれていなかった場合は、外してから10秒ほど時間を空けたあとに再度接続する。\nネットワーク機器に異常が発生しているかどうかを確認する。\n\n【注意点】\n雷が完全に止んでから再起動を行うのが安全です。\nケーブルの再接続後もインターネットに接続できないときは、ネットワーク機器に異常が発生しているかどうかを確認します。\n雷サージによる一時的な障害であれば、再起動することで問題が解消することがあります。\n雷によってPC周辺機器が故障してしまうと、インターネット接続ができなくなってしまいます。,"落雷の後からインターネットがご利用いただけないとのこと、ご不便をおかけしております。

落雷の影響で、通信機器に一時的な不具合が発生しているか、故障してしまった可能性が考えられます。

誠に恐れ入りますが、一度以下の手順でご利用の通信機器（ONUやルーターなど）の再起動をお試しいただけますでしょうか。

**【通信機器の再起動手順】**

1.  パソコンやスマートフォンなど、インターネットに接続している機器の電源をお切りください。
2.  次に、ルーター、ONU（光回線終端装置）の順に、電源アダプターをコンセントから抜いてください。
3.  5分ほどお待ちいただいた後、今度はONU、ルーターの順に、電源アダプターをコンセントに差し込んでください。
4.  各機器のランプが正常に点灯・点滅するまで、数分間お待ちください。
5.  最後に、パソコンやスマートフォンの電源を入れ、インターネットに接続できるかご確認ください。

もし、上記の手順をお試しいただいても状況が改善しない場合は、機器の故障も考えられます。
その際は、大変お手数ですが、改めて詳細な状況をお伺いした上でご案内いたしますので、サポート窓口までご連絡いただけますでしょうか。",0.942,〇
95,再起動について,インターネットや電話が繋がらなくなった時に、NTTルーター(HGW)やWi-Fiルーターを再起動すると、インターネットや電話が復旧する場合がございます。\nインターネットや電話が繋がらなくなった時に、電源のオフ・オンをお試しください。,"再起動についてですね。

インターネットの接続が不安定な場合、モデムやルーターなどの通信機器を再起動することで改善することがございます。

例えば、落雷の後などにインターネットへ接続できなくなった場合、一時的な不具合が原因である可能性があり、再起動によって問題が解消されるケースが多くあります。

**【再起動の基本的な手順】**

1.  モデムやルーターの電源コードをコンセントから抜きます。
2.  そのまま数分間待ちます。
3.  再び電源コードをコンセントに差し込み、機器のランプが正常に点灯するまで待ちます。

もし雷が鳴っている場合は、安全のため、完全に止んでから作業を行ってください。

もし特定の機器や状況に関する再起動方法についてお知りになりたい場合は、もう少し詳しく教えていただけますでしょうか。",0.939,〇
96,ネットが途切れる,インターネットが途切れる原因には、端末や機器、通信方式、回線事業者側の問題などが有ります。\n\n【端末や機器の問題】\n端末やアプリが古い\nメモリやCPUなどのスペックが不足している\nOSがアップデートされていない\nブラウザやアプリのバージョンが古い\nルーターやモデムが熱を持ち不具合を起こしている\n\n【通信方式の問題】\nIPv4という通信方式はアクセス集中に弱く、混雑しがちな時間帯に通信速度が低下する可能性がある\n\n【回線事業者側の問題】\n基地局の設備に不備が起きている\n接続に関するオペレーションにトラブルが生じていたりする\n\n【その他の原因】\nWi-Fiの電波干渉が起きている\nIPアドレスが重複している\nアクセスポイントの位置が悪い\nネットワークの帯域が不足している\n外部から攻撃を受けている\nセキュリティ対策ソフトの設定によっては特定のサイトに接続できない\n複数のセキュリティ対策ソフトをインストールしていると不具合が生じる\n,"お問い合わせいただきありがとうございます。
インターネットが途切れてしまうとのこと、ご不便をおかけしております。

恐れ入りますが、一度以下の方法をお試しいただけますでしょうか。

*   **通信機器の再起動**
    ONU（光回線終端装置）やルーターの電源コンセントを一度抜き、5分ほど待ってから再度差し込んでください。機器が再起動することで、状況が改善される場合がございます。

*   **配線の確認**
    各機器に接続されているケーブルが、しっかりと差し込まれているかご確認ください。一度抜いてから差し直していただくと、接触不良が解消されることもあります。

上記をお試しいただいても状況が改善されない場合は、より詳しく調査いたしますので、お手数ですが再度その旨をお知らせください。",0.907,〇
97,通信速度が遅くなる原因,通信速度が遅くなる原因には、機器や回線、電波干渉、接続台数などさまざまな要因が考えられます。\n\n【端末・機器側の問題】\nスマホ(パソコン)のストレージやメモリが不足している\nスマホ(パソコン)のOSがアップデートされていない\nスマホ本体(パソコン)やバッテリーが劣化・故障している\n古い機種のスマホ(パソコン)を使っている\n\n【電波干渉の問題】\n電子レンジなどの電波を発する家電やBluetoothとの電波干渉\n5Gの電波が直進性が高いという特性\n電波が届かない\n\n【設定の問題】\nループ接続されている\n\n【接続台数】\nWi-Fiルーターごとに接続台数が決まっており、同時に利用していると通信速度が落ちる傾向がある,"お問い合わせいただきありがとうございます。

通信速度が遅くなる場合、いくつかの原因が考えられます。

**【主な原因】**

*   **ご利用の機器の問題**
    *   パソコンやスマートフォン、ルーターなどの一時的な不具合。
    *   LANケーブルやルーターが古い規格のものである。
    *   同時に多くの端末をインターネットに接続している。
*   **ご利用環境の問題**
    *   Wi-Fiルーターと端末の間に壁などの障害物がある。
    *   電子レンジなど、他の家電製品の電波と干渉している。
    *   近隣のWi-Fiの電波と干渉している。
*   **回線の問題**
    *   夜間など、インターネットを利用する人が多い時間帯で回線が混み合っている。
    *   通信障害が発生している。

**【お試しいただきたいこと】**

まずは、お使いのパソコンやスマートフォン、ルーターなどの**機器を一度再起動する**ことで改善される場合がございますので、お試しいただけますでしょうか。

もし再起動しても状況が変わらない場合は、お手数ですが再度お問い合わせください。",0.863,〇
98,TPLINKルーター(WIFIルーター)の設定について,① TPLINKルーターのポート(黄色)とNTTのルーター(HGW(一番上部(埋まってる場合はその下部))・ONU(1箇所のみ)をインターネットケーブル(LANケーブル)で繋ぎます。\n② パソコン・スマートフォンにてWi-Fi接続を行います。※Wi-FiのパスワードはTPLINKのルーターの裏に記載があります。\n③ 接続された状態で、インターネットを開きます。\n④ 検索で、tplinkwifi.net 192.168.0.1のどちらかを検索します。\n⑤ ログイン画面が表示されましたら、IDにadmin パスワードはお客様が決めて頂きます。（もし既に設定されている場合は、初期化又は当社までご連絡ください）\n⑥ クイックセットアップを選択して頂き、あとは画面に従い各種情報をご入力頂きます。（プロバイダのセットアップ情報必要）\n※V6プラスの方は、予め当社までご連絡ください。ご連絡頂いた後にV6プラスの信号を配信いたします。それ以外の方はPPPoEをご選択ください。\n以上で設定完了です。\n\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/,"お問い合わせいただきありがとうございます。
TP-Link製Wi-Fiルーターの設定についてですね。設定手順をご案内します。

**【設定手順】**

1.  まず、TP-Linkルーターの黄色いポートと、NTTの機器（HGWまたはONU）をLANケーブルで接続します。
2.  次に、ご利用のパソコンやスマートフォンをWi-Fiに接続します。Wi-Fiのパスワードは、TP-Linkルーター本体の裏側に記載されています。
3.  Wi-Fiに接続した状態で、ブラウザ（ChromeやSafariなど）を開きます。
4.  アドレスバーに「**tplinkwifi.net**」または「**192.168.0.1**」と入力し、設定画面にアクセスします。
5.  ログイン画面が表示されたら、IDに「**admin**」と入力し、パスワードはご自身で任意のものを設定してください。
    ※もし既にパスワードが設定されている場合は、ルーターの初期化、または当社までご連絡ください。
6.  ログイン後、「クイックセットアップ」を選択し、画面の指示に従ってプロバイダから提供された接続情報を入力してください。

**【ご注意】**
「V6プラス」をご利用の場合は、設定の前に当社へご連絡いただく必要がございます。ご連絡いただいた後に、V6プラス用の信号を配信いたします。
それ以外の方は、接続方法として「PPPoE」をご選択ください。

以上で設定は完了です。
より詳しい情報については、以下の公式サイトもご参照ください。

【TP-Link公式サイト】
[https://www.tp-link.com/jp/support/faq/87/](https://www.tp-link.com/jp/support/faq/87/)

ご不明な点がございましたら、お気軽にお尋ねください。",0.832,〇
99,その他のルーターの設定について,各種Wi-Fiルーターの設定ですが、当社のお客様に限り可能な範囲で対応させて頂きます。\n0120-36-3624までお問い合わせください。\n参考URL\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm,"お問い合わせいただき、ありがとうございます。
ルーターの設定についてですね。

ルーターには様々な設定がございますが、具体的にどのような設定についてお知りになりたいでしょうか。

例えば、以下のような設定が考えられます。
*   Wi-Fiの接続設定（SSIDやパスワードの確認・変更など）
*   セキュリティに関する設定
*   特定の機器（ゲーム機など）を接続するための設定

お手数ですが、もう少し詳しく知りたい内容を教えていただけますでしょうか。",0.479,×
