No,質問,期待回答,実際回答,スコア,判定
73,V6プラスを利用したい,0120-36-3624までお問い合わせください。\n当社にてV6プラスの信号を送信し、翌日からご利用頂けます。\n※インターネット(V6プラス)がご利用できない場合は、何らかの理由がございますので、こちらも当社までお問い合わせください。,"V6プラスのご利用をご希望とのこと、承知いたしました。

お申し込みは、お電話にて承っております。
お手数ですが、以下の窓口までお問い合わせください。

**【お問い合わせ窓口】**
**0120-36-3624**

お電話いただいた後、当社にてV6プラスの信号を送信し、お手続きの翌日からご利用いただけるようになります。

万が一、翌日以降もV6プラスでのインターネット接続ができない場合は、何らかの原因が考えられますので、その際も上記窓口までご相談ください。",0.821,〇
74,V6プラスをきってほしい,0120-36-3624までお問い合わせください。\n当社にてV6プラスの信号を切断後、翌日からご利用頂けなくなります。,"V6プラスの停止をご希望とのこと、承知いたしました。

お手数をおかけいたしますが、下記窓口までお電話にてご連絡いただけますでしょうか。
当社にてV6プラスの信号を切断し、お手続きの翌日からご利用いただけなくなります。

【お問い合わせ窓口】
**電話番号：0120-36-3624**

どうぞよろしくお願いいたします。",0.796,〇
75,プロバイダのパスワードを無くしました。再度発行してもらえますか,再発行可能です。\n0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。

プロバイダのパスワードは再発行が可能でございます。

通常、ご契約されているプロバイダの公式サイトにある「パスワードをお忘れの方」や「ID・パスワードの再設定」といった専用ページからお手続きいただけます。
お手続きの際には、ご契約者様の情報（お名前、ご連絡先、お客様番号など）が必要となる場合がございます。

恐れ入りますが、一度ご利用のプロバイダの会員サポートページをご確認いただくか、お客様サポート窓口までお問い合わせいただけますでしょうか。
お手数をおかけいたしますが、よろしくお願いいたします。",0.742,〇
76,ONUとはなんですか,ONU(光回線終端装置)とは、光回線を利用するために光信号とデジタル信号を相互に変換する機器です。\n光ファイバーケーブルから送られてくる光信号をデジタル信号に変換したりパソコンやスマートフォンなどの端末から送られてくるデジタル信号を光信号に変換する役割を果たします。\nこの装置がないとインターネットや固定電話がご利用できません。,"ご質問ありがとうございます。

ONU（オーエヌユー）とは、「光回線終端装置」のことです。

光回線をご利用いただく際に必要となる機器で、光ファイバーケーブルを通じて送られてくる「光信号」と、パソコンやスマートフォンで使われる「デジタル信号」を相互に変換する役割を担っています。

この装置がないと、インターネットや固定電話などのサービスをご利用いただくことができません。",0.778,〇
77,ホームゲートウェイ(HGW)とはなんですか,ホームゲートウェイ(HGW)とは、光回線やひかり電話などの機能が一体になった機器です。\n一般的に「ひかり電話対応ルーター」とも呼ばれます。,"お問い合わせいただきありがとうございます。

ホームゲートウェイ（HGW）とは、光回線に接続するための機能と、ひかり電話の機能が一つになった機器のことです。
一般的には「ひかり電話対応ルーター」とも呼ばれています。

その他にご不明な点がございましたら、お気軽にお尋ねください。",0.889,〇
78,ホームゲートウェイのランプ状態について,下記URLをご参照ください。\n\nNTT西日本参考サイト\nhttps://flets-w.com/user/support/solve/notconnect/check_03/ \n\nNTT東日本参考サイト\nhttps://web113.ntt-east.co.jp/selfcheck/internet/,"お問い合わせいただき、ありがとうございます。
ホームゲートウェイのランプ状態についてですね。

誠に申し訳ございませんが、お調べいたしましたが、ご提供いただいた情報の中には、ホームゲートウェイのランプ状態に関する詳細なご案内が見当たりませんでした。

一般的なご案内となりますが、ホームゲートウェイのランプは機種によって意味が異なります。
もし特定のランプがいつもと違う色で点灯・点滅している、あるいは消灯している場合は、何らかの不具合を示している可能性がございます。

例えば、多くの機種では以下のように状態を示します。

*   **POWER / 電源**: 緑点灯（正常）
*   **PPP / AUTH**: 緑点灯（インターネット接続完了）
*   **ACT / LINK**: 緑点滅（データ通信中）
*   **ALARM / アラーム**: 赤点灯（機器の故障など異常）

より正確な状況を確認するため、お手数ですが、お使いのホームゲートウェイの機種名（型番）をお知らせいただけますでしょうか。
また、一度電源を抜き、数分待ってから再度電源を入れ直す（再起動する）ことで改善する場合もございますので、よろしければお試しください。",0.0,×
79,電話番号を解約して、ネットだけにしたい,可能です。\nNTTルーターが変更になる場合・再設定が必要になる場合がございます。,"お問い合わせいただき、ありがとうございます。
電話サービスを解約し、インターネットサービスのみのご利用をご希望とのこと、承知いたしました。

恐れ入りますが、お調べしたところ、こちらではお手続きに関する詳細な情報が見つかりませんでした。

このようなご契約内容の変更につきましては、担当部署にて個別にご案内をさせていただいております。
大変お手数ではございますが、弊社カスタマーサポートまで一度ご連絡いただけますでしょうか。

ご不便をおかけし申し訳ございませんが、何卒よろしくお願い申し上げます。",0.0,×
80,解約後について,解約後、何かしらのサービスがご利用いただけなくなった場合、当社では責任を持つことはできません。\n早急にご利用の復旧に向け手続きを致しますが、お時間が要する場合がございますので解約をご検討・事業者変更の場合は特にご注意ください。,"お問い合わせいただきありがとうございます。

申し訳ございません。お問い合わせいただいた「解約後」に関する情報が見つかりませんでした。

恐れ入りますが、「解約後の料金について」「レンタル機器の返却について」など、お知りになりたいことをもう少し具体的にお知らせいただけますでしょうか。",0.0,×
81,リモートサポートについて,遠隔ソフトを使って当社にて、セキュリティソフトのインストール・メールアドレスの設定などを支援するサポートメニューとなります。\n月額料金 550円\n事務契約手数料 0円,"お問い合わせありがとうございます。
リモートサポートについてですね。

誠に申し訳ございませんが、お調べいたしましたが、ご提供いただいた情報の中にはリモートサポートに関する詳細な記載がございませんでした。

一般的なリモートサポートは、オペレーターがお客様のパソコンやスマートフォンの画面を共有させていただき、遠隔で操作しながら問題解決をお手伝いするサービスとなります。

弊社のサービス内容やご利用方法などの詳細につきましては、お手数ですが担当窓口へ直接お問い合わせいただけますでしょうか。
ご期待に沿えず申し訳ございませんが、何卒よろしくお願い申し上げます。",0.808,〇
82,スリムテレビについて,スリムテレビとは、NTT東西のフレッツテレビと同等のサービスとなります。\n月額料金 825円で地デジとBSサービスをご利用頂けます。\nご利用頂けるチャンネルは、地域により異なります。\nNTT西日本 参考URL\nhttps://flets-w.com/opt/ftv/terms/channel.html \n\nNTT東日本 参考URL\nhttps://flets.com/ftv/channel.html \n\nご利用頂くには、提供エリアでかつ、対応のルーター・テレビ配線が必要となります。\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。

申し訳ございません。お問い合わせいただいた「スリムテレビ」に関する情報が、あいにく見当たりませんでした。

恐れ入りますが、「スリムテレビ」について、どのような情報をお探しでしょうか？
例えば、料金プラン、視聴可能なチャンネル、申し込み方法など、お知りになりたいことを具体的にお知らせいただけますと、改めてお調べいたします。",0.0,×
83,電話のみの利用は可能ですか,ご利用可能です,"お問い合わせありがとうございます。

お調べいたしましたが、ご質問いただいた「電話のみのご利用」につきまして、お預かりしている情報の中から明確なご案内を見つけることができませんでした。申し訳ございません。

恐れ入りますが、契約プランの詳細につきましては、担当部署へ直接お問い合わせいただけますでしょうか。
お手数をおかけいたしますが、よろしくお願い申し上げます。",0.731,〇
84,故障センターに繋がる番号を教えてください,下記が窓口となります。\n電話が使えない・光ファイバーが断線したなどの故障時の場合\n・0120-805-113 9時〜17時 (17時以降は録音により順次折り返し対応となります)\n\nインターネットが使えないなどの場合\n・0120-36-3624 10時〜19時(土 10時〜17時) ※日・祝除く,"お問い合わせありがとうございます。

工事に関するお問い合わせ窓口として、以下の電話番号がございます。

**0120-36-3624**

恐れ入りますが、故障の件につきましても、こちらの窓口へ一度ご相談いただけますでしょうか。
よろしくお願いいたします。",0.861,〇
85,公式LINEのIDを教えてください,@479bygytになります。,"お問い合わせありがとうございます。

弊社の公式LINEのIDは「**@479bygyt**」でございます。
お友達登録の際にご利用ください。",0.649,×
86,インターネットの接続設定について,設定方法ですが、4通りございます。\n\nPPPoE設定\n◆NTTルーター(HGW)の設定する場合 ※ONUのみは対象外\nNTTルータ(HGW)をパソコンをインターネットケーブル(LANケーブル)で繋ぎます。(スマートフォンで設定の場合は、Wi-Fiルーターを用意しアクセスポイントモードに切替Wi-Fi経由で接続します)\nインターネットを開き、192.168.1.1 と検索し、ログイン画面を表示します。\nID user パスワード user を入力し、ログインをして頂きます。\n※ログインできない場合は初期化が必要になる場合がございます。(ひかり電話番号が2契約以上ある場合は、当社までご連絡ください。)\n\nその後、接続先設定の画面が表示されていた場合は、接続先名 スリム 接続先ユーザ名 当社より送付しているID情報 接続パスワード 当社より送付しているパスワード情報をご入力します。\n入力後、画面を下にスクロールいただき、設定をクリックいただき、設定完了です。\n無事インターネットが繋がると、NTTルーター(HGW)のPPPoEランプが緑に点灯します。\n※画面がでてこない場合は、左のタブの接続先設定IPv4 PPPoEをクリック頂き、画面中部のメインセッションをクリック頂くと表示されます。\n\n◆各種Wi-Fiルーターに設定する場合\n各種Wi-Fiルーターを参照ください。\n\n参考URL PPPoE設定\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm \n\nIPoE\n◆NTTルーター(HGW)の設定する場合 ※ONUのみは対象外\n当社より、IPoE方式でご利用するための信号を送信いたします。\n翌日以降ご利用頂けます。\n※当社の信号が送信できない理由(解消までご利用できません)\n他社様のIPoEの信号が切れてない・契約者・CAF相違で現地のルーターが識別できない・NTTルーター(HGW)の電源が入ってないなど。\n\n◆各種Wi-Fiルーターに設定する場合\n\n参考URL (IPv6プラス設定)\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm,"お問い合わせいただきありがとうございます。
インターネットの接続設定についてですね。

インターネットの接続設定には、機器の配線やパソコンでの設定など、いくつかの段階がございます。
恐れ入りますが、もう少し詳しく、どのような情報をお探しでしょうか？

例えば、以下のような内容についてご案内が可能です。

*   **ONU（光回線終端装置）やルーターの配線方法**
*   **パソコンやスマートフォンのWi-Fi設定方法**
*   **インターネットに接続できない場合の対処法**

お手数ですが、具体的な状況をお知らせいただけますと、より的確なご案内ができますので、お気軽にご質問ください。",0.744,〇
87,PPPOEとIPOEについて,PPoEとIPoEは、インターネットに接続する方式の違いです。\nPPPoEは従来の方式で、IPoEは次世代の方式です。\n\nPPPoE\n接続方式 プロバイダーの網終端装置を経由するトンネル方式\n通信速度 最大1Gbps\nインターネットプロトコル IPv4のみ対応\n接続時の認証 IDとパスワードの入力が必要\n\nIPoE\n接続方式 プロバイダのネットワーク（イーサネット）に直接接続するネイティブ方式\n通信速度 最大10Gbps\nインターネットプロトコル IPv4とIPv6の両方に対応\n接続時の認証 IDとパスワードの入力が不要,"お問い合わせありがとうございます。
PPPoEとIPoEは、どちらもインターネットに接続するための通信方式で、以下のような違いがございます。

### PPPoE
従来の接続方式です。プロバイダーの専用装置を経由して接続するため、IDとパスワードによる認証が必要です。

*   **接続方法**: プロバイダーの網終端装置を経由します。
*   **通信速度**: 最大1Gbpsです。
*   **認証**: IDとパスワードの入力が必要です。
*   **対応プロトコル**: IPv4に対応しています。

### IPoE
新しい次世代の接続方式です。プロバイダーのネットワークに直接接続するため、IDとパスワードの入力が不要で、より高速な通信が期待できます。

*   **接続方法**: プロバイダーのネットワークへ直接接続します。
*   **通信速度**: 最大10Gbpsです。
*   **認証**: IDとパスワードの入力は不要です。
*   **対応プロトコル**: IPv4とIPv6の両方に対応しています。

ご不明な点がございましたら、お気軽にお尋ねください。",0.87,〇
88,CAP番号について,CAF番号(キャフ番号)とは、フレッツ光やスリム光などの光回線の契約時にNTTから発行されるお客さまIDです。\n英数字で構成されており、光回線そのものの識別番号として機能します。\n当社では、V6プラスの信号を送信するときに利用します。,"お問い合わせいただきありがとうございます。
CAP番号についてですね。

恐れ入ります、もしかして「CAF番号（キャフばんごう）」のことではございませんでしょうか？

CAF番号とは、フレッツ光やスリム光などの光回線をご契約された際に、NTTから発行されるお客様IDのことです。
CAFから始まる英数字で構成されており、光回線そのものを識別するための番号として機能します。

当社では、V6プラスの信号を送信する際にこの番号を利用しております。",0.868,〇
89,事務手数料について,事務手数料ですが、一律2200円となります。\nご契約情報の変更の時にかかります。,"お問い合わせいただきありがとうございます。

事務手数料についてですね。
お調べいたしましたが、あいにく関連する情報を見つけることができませんでした。
ご期待に沿えず、大変申し訳ございません。

お手数をおかけいたしますが、詳細につきましては、担当部署へお問い合わせいただくか、ご契約内容をご確認いただけますようお願いいたします。",0.781,〇
90,移転工事費用について,契約料 880円 引込工事料金が22000円となります。\nひかり電話・スリムテレビがある場合、別途費用がかかります。,"お問い合わせいただきありがとうございます。

移転工事費用についてお調べいたしましたが、あいにくご案内できる情報が見つかりませんでした。

一般的に、移転工事の費用は建物の状況や工事内容によって変動いたします。
詳細な費用につきましては、お手数ではございますが、担当部署へご確認いただけますでしょうか。

ご期待に沿えず申し訳ございませんが、何卒よろしくお願い申し上げます。",0.0,×
91,TPLINKの中継器設定について,TP-Linkの中継器の設定には、Wi-FiルーターのWPSボタンを使用する方法や、スマートフォンアプリ「Tether」を使用する方法などがあります。\n\n【WPSボタンを使用する方法】\n中継器をWi-Fiルーターのそばのコンセントに接続します。\nWi-FiルーターのWPSボタン(AOSSやかんたん接続ボタン9を押します。\n中継器のWPSボタンを押します。\n中継器のランプが点灯に変わるまで待ちます。\nランプが点灯後、設定完了になります。\n\n参考URL\nhttps://www.tp-link.com/jp/support/faq/1699/,"お問い合わせありがとうございます。
TP-Linkの中継器設定についてですね。

設定方法には、Wi-FiルーターのWPSボタンを使用する方法や、スマートフォンアプリ「Tether」を使用する方法などがございます。
以下に、WPSボタンを使用した簡単な設定手順をご案内します。

**【WPSボタンを使用する設定手順】**
1. 中継器を、現在お使いのWi-Fiルーターの近くにあるコンセントに差し込みます。
2. Wi-FiルーターのWPSボタン（「AOSS」や「かんたん接続」と書かれている場合もあります）を押します。
3. 次に、中継器のWPSボタンを押します。
4. 中継器のランプが点灯に変わるまで、しばらくお待ちください。
5. ランプが点灯に変わりましたら、設定は完了です。

より詳しい情報や、スマートフォンアプリを使った設定方法については、以下のメーカー公式サイトもご参照ください。
【参考URL】
https://www.tp-link.com/jp/support/faq/1699/

ご不明な点がございましたら、お気軽にお尋ねください。",0.862,〇
92,ゲーム機をインターネットに接続する方法,各種URL\nhttps://support.nintendo.com/jp/switch/internet/wireless.html \nhttps://support.nintendo.com/jp/switch/internet/wired.html \nhttps://www.playstation.com/ja-jp/support/connectivity/internet-connect-playstation/,"お問い合わせいただき、ありがとうございます。

ゲーム機をインターネットに接続する方法ですね。
一般的に、「有線接続」と「無線接続（Wi-Fi）」の2つの方法がございます。

**【有線接続】**
LANケーブルを使用して、ゲーム機とインターネットルーターを直接つなぐ方法です。
通信が安定しやすいのが特徴です。

**【無線接続（Wi-Fi）】**
ゲーム機の設定画面から、ご自宅のWi-Fiネットワーク名（SSID）を選択し、パスワード（暗号化キー）を入力して接続する方法です。
ケーブルが不要なため、手軽に接続できます。

具体的な設定手順は、お使いのゲーム機の種類によって異なります。
恐れ入りますが、お手元の取扱説明書や、各メーカーの公式サイトをご確認いただけますでしょうか。

その他にご不明な点がございましたら、お気軽にお尋ねください。",0.192,×
93,WiFiの接続方法について,Wi-Fiに接続するには、Wi-FiルーターとWi-Fi対応の機器(パソコンやスマートフォンなど)が必要です。\nネットワーク名(SSID)と暗号化キー(パスワード)を入力することで接続できます。,"お問い合わせありがとうございます。

新しいパソコンやスマートフォンをWi-Fiに接続される場合、お客様の端末側での設定のみでご利用いただけます。特に回線側でのお手続きは必要ございません。

一般的に、Wi-Fiルーターの本体に記載されているネットワーク名（SSID）とパスワード（暗号化キーなどと記載されている場合もあります）をご確認いただき、接続したい端末のWi-Fi設定画面でそのネットワーク名を選択し、パスワードを入力することで接続が完了します。

より詳しい設定方法につきましては、お使いの端末に合わせて以下のリンクをご参照ください。

*   **Windowsをご利用の場合:**  
    https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263

*   **Androidをご利用の場合:**  
    https://support.google.com/android/answer/9075847?hl=ja

*   **iPhoneをご利用の場合:**  
    https://support.apple.com/ja-jp/111107

もし上記に当てはまらない場合や、ご不明な点がございましたら、お気軽にお尋ねください。",0.775,〇
94,落雷直後からネットが使えなくなった,落雷直後にインターネットが使えなくなった場合は、機器の電源を再起動したり、ケーブルを接続し直したりすることで改善する場合があります。\n\n【対処法】\nモデムや機器の電源を再起動する。\nモデムや機器の電源コードを抜き、数分間待って差込み直す。\nケーブルを再接続する。\n電源コードが抜かれていなかった場合は、外してから10秒ほど時間を空けたあとに再度接続する。\nネットワーク機器に異常が発生しているかどうかを確認する。\n\n【注意点】\n雷が完全に止んでから再起動を行うのが安全です。\nケーブルの再接続後もインターネットに接続できないときは、ネットワーク機器に異常が発生しているかどうかを確認します。\n雷サージによる一時的な障害であれば、再起動することで問題が解消することがあります。\n雷によってPC周辺機器が故障してしまうと、インターネット接続ができなくなってしまいます。,"落雷の後からインターネットがご利用いただけないとのこと、ご不便をおかけしております。

落雷の影響で、通信機器に一時的な不具合が生じているか、故障してしまった可能性が考えられます。

誠に恐れ入りますが、まずは以下の手順で通信機器の再起動をお試しいただけますでしょうか。

**【通信機器の再起動手順】**

1.  ONU（光回線終端装置）やルーターなど、インターネット接続にお使いの全ての機器の電源プラグをコンセントから抜きます。
2.  5分ほどお待ちいただいた後、ONUから先に電源プラグを差し込み、ランプの状態が落ち着くまで数分待ちます。
3.  次に、ルーターの電源プラグを差し込み、同様にランプの状態が落ち着くまで待ちます。
4.  最後に、パソコンやスマートフォンでインターネットに接続できるかご確認ください。

もし、上記をお試しいただいても状況が改善しない場合は、機器の故障や、周辺エリアでの通信障害の可能性もございます。
その際は詳細な状況をお調べいたしますので、お手数ですがサポート窓口までご連絡いただきますようお願いいたします。",0.95,〇
95,再起動について,インターネットや電話が繋がらなくなった時に、NTTルーター(HGW)やWi-Fiルーターを再起動すると、インターネットや電話が復旧する場合がございます。\nインターネットや電話が繋がらなくなった時に、電源のオフ・オンをお試しください。,"お問い合わせありがとうございます。
再起動についてですね。

ご提供いただいた情報の中には、再起動に関する直接的なご案内がございませんでした。
一般的に、インターネットの接続が不安定な場合などには、ONU（光回線終端装置）やルーターの再起動をお試しいただくことで改善する場合がございます。

もしよろしければ、以下の手順をお試しください。

**【インターネット接続機器の再起動手順】**

1.  ルーターの電源アダプターをコンセントから抜きます。
2.  次に、ONU（光回線終端装置）の電源アダプターをコンセントから抜きます。
3.  5分ほどお待ちください。
4.  ONUの電源アダプターを先にコンセントへ差し込み、ランプが安定するまで待ちます。
5.  次に、ルーターの電源アダプターをコンセントへ差し込み、ランプが安定するまで待ちます。
6.  最後に、パソコンやスマートフォンなどでインターネットに接続できるかご確認ください。

もし、上記以外の内容や、特定の機器の再起動についてお知りになりたい場合は、お手数ですが、もう少し詳しく教えていただけますでしょうか。",0.815,〇
96,ネットが途切れる,インターネットが途切れる原因には、端末や機器、通信方式、回線事業者側の問題などが有ります。\n\n【端末や機器の問題】\n端末やアプリが古い\nメモリやCPUなどのスペックが不足している\nOSがアップデートされていない\nブラウザやアプリのバージョンが古い\nルーターやモデムが熱を持ち不具合を起こしている\n\n【通信方式の問題】\nIPv4という通信方式はアクセス集中に弱く、混雑しがちな時間帯に通信速度が低下する可能性がある\n\n【回線事業者側の問題】\n基地局の設備に不備が起きている\n接続に関するオペレーションにトラブルが生じていたりする\n\n【その他の原因】\nWi-Fiの電波干渉が起きている\nIPアドレスが重複している\nアクセスポイントの位置が悪い\nネットワークの帯域が不足している\n外部から攻撃を受けている\nセキュリティ対策ソフトの設定によっては特定のサイトに接続できない\n複数のセキュリティ対策ソフトをインストールしていると不具合が生じる\n,"インターネットが途切れるとのこと、ご不便をおかけしております。

恐れ入りますが、まずは以下の操作で改善されるかお試しいただけますでしょうか。

1.  **インターネット接続機器の再起動**
    ルーターやONU（光回線終端装置）の電源コードを抜き、5分ほど待ってから再度差し込んで起動してください。

2.  **配線の確認**
    ルーター等に接続されているLANケーブルが、しっかりと差し込まれているか、抜けや緩みがないかご確認ください。

3.  **他の端末での接続確認**
    もし可能でしたら、他のパソコンやスマートフォンなどでも同様の症状が発生するかご確認ください。

上記をお試しいただいても改善しない場合は、より詳しく状況をお調べいたしますので、お手数ですが再度その旨をお知らせいただけますでしょうか。",0.952,〇
97,通信速度が遅くなる原因,通信速度が遅くなる原因には、機器や回線、電波干渉、接続台数などさまざまな要因が考えられます。\n\n【端末・機器側の問題】\nスマホ(パソコン)のストレージやメモリが不足している\nスマホ(パソコン)のOSがアップデートされていない\nスマホ本体(パソコン)やバッテリーが劣化・故障している\n古い機種のスマホ(パソコン)を使っている\n\n【電波干渉の問題】\n電子レンジなどの電波を発する家電やBluetoothとの電波干渉\n5Gの電波が直進性が高いという特性\n電波が届かない\n\n【設定の問題】\nループ接続されている\n\n【接続台数】\nWi-Fiルーターごとに接続台数が決まっており、同時に利用していると通信速度が落ちる傾向がある,"お問い合わせありがとうございます。

通信速度が遅くなる場合、いくつかの原因が考えられます。

一般的に、以下のような点が原因として挙げられます。

*   **ご利用の機器の問題：** パソコンやスマートフォン本体の不具合や、複数のアプリケーションを同時に利用していることによる負荷。
*   **通信機器の問題：** Wi-Fiルーターの設置場所や、一時的な不具合。
*   **回線の混雑：** 特定の時間帯（夜間など）に、同じ回線を利用する人が増えることによる混雑。
*   **接続先のサーバーの問題：** 閲覧しているウェブサイト自体が混み合っている。

まずはお使いのパソコンやスマートフォン、Wi-Fiルーターなどを一度再起動していただくことで、状況が改善される場合がございますので、お試しいただけますでしょうか。",0.867,〇
98,TPLINKルーター(WIFIルーター)の設定について,① TPLINKルーターのポート(黄色)とNTTのルーター(HGW(一番上部(埋まってる場合はその下部))・ONU(1箇所のみ)をインターネットケーブル(LANケーブル)で繋ぎます。\n② パソコン・スマートフォンにてWi-Fi接続を行います。※Wi-FiのパスワードはTPLINKのルーターの裏に記載があります。\n③ 接続された状態で、インターネットを開きます。\n④ 検索で、tplinkwifi.net 192.168.0.1のどちらかを検索します。\n⑤ ログイン画面が表示されましたら、IDにadmin パスワードはお客様が決めて頂きます。（もし既に設定されている場合は、初期化又は当社までご連絡ください）\n⑥ クイックセットアップを選択して頂き、あとは画面に従い各種情報をご入力頂きます。（プロバイダのセットアップ情報必要）\n※V6プラスの方は、予め当社までご連絡ください。ご連絡頂いた後にV6プラスの信号を配信いたします。それ以外の方はPPPoEをご選択ください。\n以上で設定完了です。\n\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/,"お問い合わせありがとうございます。
TPLINKルーターの設定方法についてご案内します。

以下の手順で設定をお試しください。

1.  **機器の接続**
    TPLINKルーターの黄色いポートと、NTTのルーター（HGWまたはONU）をLANケーブルで接続します。
2.  **Wi-Fi接続**
    パソコンやスマートフォンをTPLINKルーターのWi-Fiに接続します。Wi-Fiのパスワードは、ルーター本体の裏面に記載されています。
3.  **設定画面へのアクセス**
    Wi-Fiに接続した状態でブラウザを開き、アドレスバーに `tplinkwifi.net` または `192.168.0.1` と入力してアクセスします。
4.  **ログイン**
    ログイン画面が表示されたら、IDに「**admin**」と入力してください。パスワードは、お客様ご自身で新しいものを設定します。（もし既にパスワードが設定されている場合は、ルーターを初期化するか、当社までご連絡ください）
5.  **セットアップ**
    ログイン後、「クイックセットアップ」を選択し、画面の案内に従ってプロバイダから提供された情報をご入力ください。

**【ご注意】**
*   **V6プラス**をご利用の場合は、設定前に当社へご連絡ください。当社で信号を配信した後に設定が可能となります。
*   上記以外の方は、接続方法として「**PPPoE**」を選択してください。

より詳しい公式の情報は、以下のリンクもご参照ください。
【TPLINK サポートページ】https://www.tp-link.com/jp/support/faq/87/

ご不明な点がございましたら、お気軽にお尋ねください。",0.872,〇
99,その他のルーターの設定について,各種Wi-Fiルーターの設定ですが、当社のお客様に限り可能な範囲で対応させて頂きます。\n0120-36-3624までお問い合わせください。\n参考URL\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm,"お問い合わせいただき、ありがとうございます。

誠に申し訳ございませんが、いただいた参考情報の中には、「ルーターの設定」に関する情報が見つかりませんでした。

ルーターの設定には、Wi-Fiの接続設定やパスワードの変更など、様々なものがございます。
恐れ入りますが、どのような設定についてお知りになりたいか、もう少し詳しく教えていただけますでしょうか。

例：
*   Wi-FiのSSID（ネットワーク名）やパスワードを変更したい
*   新しいスマートフォンやパソコンをWi-Fiに接続したい

お手数をおかけいたしますが、よろしくお願いいたします。",0.0,×
100,送付物(請求書)の変更について,毎月届く請求書や明細などの送付物の宛名・住所に変更されたい場合は、お電話のみ承っております。\n0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
送付物（請求書）の変更についてですね。

もし、請求書に記載されている**ご契約者様の名義変更**をご希望でしたら、お手続きが可能でございます。

お手続きには、新しく名義人となる方の必要書類を当社までご送付いただく必要がございます。変更が完了するまでには、おおよそ1ヶ月ほどお時間をいただいております。

必要となる書類は、現在の契約状況と変更後の状況によって異なります。

**【必要書類】**
*   **個人 → 新しい個人の方へ：**
    新しいご契約者様の身分証明書
*   **個人 → 法人へ：**
    登記簿の写し
*   **法人 → 個人の方へ：**
    新しいご契約者様の身分証明書
*   **法人 → 新しい法人へ：**
    登記簿の写し

※個人の場合の身分証明書は、「運転免許証またはマイナンバーカードの写し」、あるいは「健康保険証と公共料金の領収書の写し」の2点セットとなります。

もし、送付先の住所変更など、上記以外のお手続きに関するご質問でしたら、お手数ですが、どのような変更をご希望か詳しくお聞かせいただけますでしょうか。",0.8,〇
101,10Gpsスリム光クロスを利用したい,プラン変更の場合と新設の場合により異なります。\n\n【プラン変更の場合】\n各種ルーターやプロバイダをクロスタイプに変更が必要な場合がございます。\n【新設の場合】\n対応機器を工事当日に当社がご用意いたします。\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせいただき、誠にありがとうございます。
「10Gbpsスリム光クロス」のご利用についてですね。

お手続きは、現在のご契約状況（新規お申し込みか、プラン変更か）によって異なります。

**【プラン変更の場合】**
現在ご利用中のルーターやプロバイダを、クロスタイプ対応のものに変更していただく必要がございます。

**【新規でお申し込みの場合】**
対応機器は工事当日に当社でご用意いたしますので、ご安心ください。

お客様の状況に合わせて、より詳しくご案内いたします。
お手数ではございますが、下記窓口までお気軽にお問い合わせください。

**お問い合わせ窓口：0120-36-3624**",0.891,〇
