No,質問,期待回答,実際回答,スコア,判定
66,スリム光サービスの月額料金を教えてください。,東西一律、下記料金となります。\nスリム光クロスF・M(定額制 1Gbps) 6050円\nスリム光ギガタイプファミリータイプ(定額制 1Gbps) 5280円\nスリム光ギガタイプマンションタイプ(定額制 1Gbps) 3850円\n※プロバイダ込\n\nスリムひかり電話ネクスト 2750円\nスリムひかり電話ネクストA 3850円\n全て税込価格,"お問い合わせいただき、ありがとうございます。

申し訳ございませんが、お問い合わせいただいた「スリム光サービス」の月額料金に関する情報が見つかりませんでした。

料金プランの詳細につきましては、恐れ入りますが担当部署へ直接お問い合わせいただけますでしょうか。
お力になれず大変申し訳ございません。",0.0,×
67,スリムBBとは何ですか,当社独自のインターネットプロバイダサービスとなります。\n\n【プロバイダとは】\nインターネットに接続するためのサービスを提供する事業者のことで、インターネットサービスプロバイダ(ISP)とも呼ばれます。\n\n【月額料金】\n1100円となります。\n\n【初期費用】\n無料\n\n【接続方式】\nIPoE PPPoE\n\n【支払い方法】\n請求書払い・口座振替・クレジット支払の3種類からお選び頂けます。\n\n【契約期間】\n2年完走型\n\n【メールアドレス】\n最大3つまで,"お問い合わせいただきありがとうございます。

ご質問いただいた「スリムBB」に関する具体的な情報が見つかりませんでした。誠に申し訳ございません。

もしかして、「スリム光」のことではございませんでしょうか。
「スリム光」は、NTT東日本・西日本の光回線を利用した光コラボレーションサービスのことです。

もし「スリム光」についてのご質問でしたら、お答えできますのでお気軽にお尋ねください。
お探しの情報と異なる場合は、大変恐れ入りますが、どのようなサービスかなど、もう少し詳しく教えていただけますでしょうか。",0.0,×
68,同じ敷地でルーターの場所を移動したい,敷地内移転になります。\n0120-36-3624までお問い合わせください。\n※おおよそ1ヶ月程かかります。,"お問い合わせありがとうございます。
ルーターの場所の移動についてですね。

同じ敷地内でルーターを移動される場合、通信会社への特別な手続きなどは必要ございません。

以下の手順でご移動いただけます。

1.  ルーターの電源をオフにし、接続されているすべてのケーブル（電源ケーブル、LANケーブルなど）を抜きます。
2.  移動したい場所へルーターを運びます。
3.  移動先の場所で、壁の回線ポート（光コンセントなど）とルーターをケーブルで接続し、電源ケーブルもコンセントに差し込みます。
4.  ルーターの電源をオンにし、しばらく待ってからランプが正常な状態になるかご確認ください。

【ご注意点】
移動先の場所にも、電源コンセントと、壁からの回線ケーブルを接続できるポートが必要となりますので、事前にご確認をお願いいたします。

もし移動後にインターネットに接続できなくなった場合は、ルーターの再起動や、配線が正しく接続されているか再度ご確認をお試しください。",0.783,〇
69,電話が使えなくなりました。どのようにすればよろしいですか,故障が考えられます。\nNTTルーター(HGW)のプランのひかり電話をご確認ください。\nランプが消灯していた場合は、故障になります。\n0120-805-113または0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
電話がご利用いただけないとのこと、ご不便をおかけしております。

電話が使えない原因として、インターネットの接続機器（ホームゲートウェイ）に何らかの問題が発生している可能性がございます。
お手数ですが、一度ホームゲートウェイのランプがどのような状態になっているかご確認いただけますでしょうか。

下記サイトにて、ランプの状態ごとの対処法が紹介されておりますので、ご参照ください。

■NTT西日本エリアをご利用の場合
https://flets-w.com/user/support/solve/notconnect/check_03/

■NTT東日本エリアをご利用の場合
https://web113.ntt-east.co.jp/selfcheck/internet/

上記をご確認いただいても改善しない場合は、お手数ですが再度ご連絡ください。",0.792,〇
70,送付住所変更希望,毎月届く請求書や明細などの送付物の宛名・住所に変更されたい場合は、お電話のみ承っております。\n0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
送付先住所の変更をご希望とのこと、承知いたしました。

大変申し訳ございませんが、ご登録情報の変更手続きにつきまして、私（チャットボット）では直接承ることができかねます。

どのような送付物のご住所変更をご希望かによって担当部署が異なる場合がございますが、一般的に社員情報の変更は人事部や総務部が担当しております。

お手数をおかけいたしますが、管轄の部署へ直接ご確認いただけますでしょうか。
よろしくお願いいたします。",0.819,〇
71,解約はどのくらいまえに連絡すればよろしいですか,解約を希望する1ヶ月前までにご連絡ください。,"お問い合わせいただきありがとうございます。

申し訳ございませんが、ご質問いただいた解約手続きの期限に関する情報が見つかりませんでした。

お手数をおかけいたしますが、ご契約内容の詳細を確認いたしますので、担当部署へお問い合わせいただけますでしょうか。よろしくお願いいたします。",0.0,×
72,請求書の支払期限がきれてしまいました。どのようにすればよろしいですか,自動的に再送されます。,"お問い合わせいただきありがとうございます。
請求書の支払期限が過ぎてしまったとのこと、ご心配のことと存じます。

誠に申し訳ございませんが、お調べいたしましたが、ご質問に関する情報が見つかりませんでした。
お支払いに関する詳しいご案内が必要となりますので、大変お手数ですが、弊社のカスタマーサポート窓口、または経理担当まで直接お問い合わせいただけますでしょうか。

ご連絡の際は、お手元に請求書をご用意いただけますと、お手続きがスムーズに進みます。
お手数をおかけいたしますが、何卒よろしくお願い申し上げます。",0.0,×
73,V6プラスを利用したい,0120-36-3624までお問い合わせください。\n当社にてV6プラスの信号を送信し、翌日からご利用頂けます。\n※インターネット(V6プラス)がご利用できない場合は、何らかの理由がございますので、こちらも当社までお問い合わせください。,"お問い合わせいただきありがとうございます。
V6プラスのご利用をご希望とのこと、承知いたしました。

申し訳ございませんが、お調べいたしましたが、V6プラスのご利用お申し込みに関する情報が見つかりませんでした。

大変お手数をおかけいたしますが、詳細につきましては担当の窓口でご案内させていただきますので、サポートセンターまで直接お問い合わせいただけますでしょうか。
ご不便をおかけし申し訳ございませんが、何卒よろしくお願い申し上げます。",0.0,×
74,V6プラスをきってほしい,0120-36-3624までお問い合わせください。\n当社にてV6プラスの信号を切断後、翌日からご利用頂けなくなります。,"お問い合わせいただきありがとうございます。
「v6プラスを停止したい」とのことでございますね。

申し訳ございません。v6プラスの停止（無効化）につきましては、お客様のご契約状況を確認のうえ、専門の担当者が対応させていただく必要がございます。

大変恐れ入りますが、有人窓口まで直接お問い合わせいただけますでしょうか。
お手数をおかけいたしますが、何卒よろしくお願い申し上げます。",0.777,〇
75,プロバイダのパスワードを無くしました。再度発行してもらえますか,再発行可能です。\n0120-36-3624までお問い合わせください。,"お問い合わせありがとうございます。
プロバイダのパスワードを紛失されたとのこと、ご不便をおかけしております。

パスワードの再発行につきましては、セキュリティの観点から、ご契約されているプロバイダへ直接お問い合わせいただく必要がございます。

まずは、ご契約時にお手元に届いている「契約のご案内」や「登録証」といった書類に、IDやお問い合わせ先が記載されていないかご確認いただけますでしょうか。

もし書類が見つからない場合は、ご契約プロバイダの公式ウェブサイトにある会員サポートページなどから、再発行のお手続きについてご確認いただくことも可能です。

お手数をおかけいたしますが、ご確認のほどよろしくお願いいたします。",0.748,〇
76,ONUとはなんですか,ONU(光回線終端装置)とは、光回線を利用するために光信号とデジタル信号を相互に変換する機器です。\n光ファイバーケーブルから送られてくる光信号をデジタル信号に変換したりパソコンやスマートフォンなどの端末から送られてくるデジタル信号を光信号に変換する役割を果たします。\nこの装置がないとインターネットや固定電話がご利用できません。,"お問い合わせありがとうございます。

ONU（オーエヌユー）とは「Optical Network Unit」の略で、日本語では「光回線終端装置」と呼ばれます。

光ファイバーケーブルから送られてくる光信号を、パソコンやルーターなどが認識できるデジタル信号に変換する役割を持つ機器です。光回線でインターネットをご利用いただくためには必要不可欠な装置となります。

ご不明な点がございましたら、またお気軽にお尋ねください。",0.576,×
77,ホームゲートウェイ(HGW)とはなんですか,ホームゲートウェイ(HGW)とは、光回線やひかり電話などの機能が一体になった機器です。\n一般的に「ひかり電話対応ルーター」とも呼ばれます。,"お問い合わせありがとうございます。

ホームゲートウェイ（HGW）とは、ご家庭で光回線などのインターネットを利用するために設置される機器のことです。

一般的に、インターネットに接続するための「ルーター機能」や、スマートフォンやパソコンを無線でつなぐための「Wi-Fi機能」、そして「ひかり電話機能」などが一つにまとまっています。

この一台があることで、ご自宅の複数の機器を同時にインターネットに接続することができます。

ご不明な点がございましたら、またお気軽にお尋ねください。",0.883,〇
78,ホームゲートウェイのランプ状態について,下記URLをご参照ください。\n\nNTT西日本参考サイト\nhttps://flets-w.com/user/support/solve/notconnect/check_03/ \n\nNTT東日本参考サイト\nhttps://web113.ntt-east.co.jp/selfcheck/internet/,"お問い合わせありがとうございます。
ホームゲートウェイのランプ状態についてですね。

恐れ入りますが、ご利用のエリアに応じて、以下のサイトでランプの状態や対処法をご確認いただけますでしょうか。

■NTT西日本をご利用の場合
https://flets-w.com/user/support/solve/notconnect/check_03/

■NTT東日本をご利用の場合
https://web113.ntt-east.co.jp/selfcheck/internet/

ご確認のほど、よろしくお願いいたします。",0.697,×
79,電話番号を解約して、ネットだけにしたい,可能です。\nNTTルーターが変更になる場合・再設定が必要になる場合がございます。,"お問い合わせいただきありがとうございます。
固定電話サービスを解約し、インターネット接続サービスのみのご利用をご希望とのこと、承知いたしました。

誠に申し訳ございませんが、ご契約内容の変更手続きに関する詳細は、こちらのチャットボットではご案内できる情報が見つかりませんでした。

お手数ではございますが、ご契約者様ご本人より、弊社のカスタマーサポートへ直接お問い合わせいただけますでしょうか。ご契約状況を確認の上、専門の担当者がお手続きをご案内いたします。

お手数をおかけいたしますが、何卒よろしくお願い申し上げます。",0.0,×
80,解約後について,解約後、何かしらのサービスがご利用いただけなくなった場合、当社では責任を持つことはできません。\n早急にご利用の復旧に向け手続きを致しますが、お時間が要する場合がございますので解約をご検討・事業者変更の場合は特にご注意ください。,"お問い合わせいただき、ありがとうございます。

恐れ入ります。「解約後」について、どのような情報をご希望でしょうか？

例えば、解約後の機器の返却について、最終的なご請求について、など、もう少し詳しく教えていただけますと、的確なご案内が可能です。

お手数をおかけいたしますが、再度ご質問いただけますでしょうか。",0.839,〇
81,リモートサポートについて,遠隔ソフトを使って当社にて、セキュリティソフトのインストール・メールアドレスの設定などを支援するサポートメニューとなります。\n月額料金 550円\n事務契約手数料 0円,"リモートサポートについてお問い合わせいただき、ありがとうございます。

申し訳ございませんが、いただいた情報の中には「リモートサポート」というサービスに関する具体的なご案内が見つかりませんでした。

恐れ入りますが、どのような状況でお困りでしょうか。
例えば、「パソコンの設定を遠隔で確認してほしい」「エラーの解決を手伝ってほしい」など、お困りの内容をもう少し詳しく教えていただけますでしょうか。

内容によって、解決に繋がる情報をご案内できるかもしれません。",0.0,×
82,スリムテレビについて,スリムテレビとは、NTT東西のフレッツテレビと同等のサービスとなります。\n月額料金 825円で地デジとBSサービスをご利用頂けます。\nご利用頂けるチャンネルは、地域により異なります。\nNTT西日本 参考URL\nhttps://flets-w.com/opt/ftv/terms/channel.html \n\nNTT東日本 参考URL\nhttps://flets.com/ftv/channel.html \n\nご利用頂くには、提供エリアでかつ、対応のルーター・テレビ配線が必要となります。\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせありがとうございます。

恐れ入ります、「スリムテレビ」についてのお問い合わせですが、もう少し詳しくお伺いしてもよろしいでしょうか。

例えば、特定の製品の操作方法についてでしょうか。それとも、インターネットへの接続方法などでお困りでしょうか。

お手数ですが、どのような情報をご希望か、もう少し詳しく教えていただけますと幸いです。",0.705,〇
83,電話のみの利用は可能ですか,ご利用可能です,"お問い合わせいただき、ありがとうございます。

恐れ入りますが、「電話のみのご利用」が可能かどうかは、お客様のご契約プランによって異なります。
いただいた情報の中に関連する情報が見当たらず、私の方では正確なご案内をいたしかねます。

お手数をおかけいたしますが、ご契約内容の詳細につきましては、担当窓口へお問い合わせいただけますでしょうか。",0.742,〇
84,故障センターに繋がる番号を教えてください,下記が窓口となります。\n電話が使えない・光ファイバーが断線したなどの故障時の場合\n・0120-805-113 9時〜17時 (17時以降は録音により順次折り返し対応となります)\n\nインターネットが使えないなどの場合\n・0120-36-3624 10時〜19時(土 10時〜17時) ※日・祝除く,"お問い合わせいただきありがとうございます。

申し訳ございませんが、お問い合わせいただいた故障センターの電話番号に関する情報が見つかりませんでした。

お手数をおかけいたしますが、詳細につきましては、社内のITサポートデスクまで直接お問い合わせいただけますでしょうか。

よろしくお願いいたします。",0.0,×
85,公式LINEのIDを教えてください,@479bygytになります。,"お問い合わせいただき、ありがとうございます。

申し訳ございませんが、お調べいたしましたが、公式LINEのIDに関する情報が見つかりませんでした。

お手数をおかけしますが、担当部署へご確認いただくか、社内のご案内等をご参照いただけますでしょうか。",0.0,×
86,インターネットの接続設定について,設定方法ですが、4通りございます。\n\nPPPoE設定\n◆NTTルーター(HGW)の設定する場合 ※ONUのみは対象外\nNTTルータ(HGW)をパソコンをインターネットケーブル(LANケーブル)で繋ぎます。(スマートフォンで設定の場合は、Wi-Fiルーターを用意しアクセスポイントモードに切替Wi-Fi経由で接続します)\nインターネットを開き、192.168.1.1 と検索し、ログイン画面を表示します。\nID user パスワード user を入力し、ログインをして頂きます。\n※ログインできない場合は初期化が必要になる場合がございます。(ひかり電話番号が2契約以上ある場合は、当社までご連絡ください。)\n\nその後、接続先設定の画面が表示されていた場合は、接続先名 スリム 接続先ユーザ名 当社より送付しているID情報 接続パスワード 当社より送付しているパスワード情報をご入力します。\n入力後、画面を下にスクロールいただき、設定をクリックいただき、設定完了です。\n無事インターネットが繋がると、NTTルーター(HGW)のPPPoEランプが緑に点灯します。\n※画面がでてこない場合は、左のタブの接続先設定IPv4 PPPoEをクリック頂き、画面中部のメインセッションをクリック頂くと表示されます。\n\n◆各種Wi-Fiルーターに設定する場合\n各種Wi-Fiルーターを参照ください。\n\n参考URL PPPoE設定\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm \n\nIPoE\n◆NTTルーター(HGW)の設定する場合 ※ONUのみは対象外\n当社より、IPoE方式でご利用するための信号を送信いたします。\n翌日以降ご利用頂けます。\n※当社の信号が送信できない理由(解消までご利用できません)\n他社様のIPoEの信号が切れてない・契約者・CAF相違で現地のルーターが識別できない・NTTルーター(HGW)の電源が入ってないなど。\n\n◆各種Wi-Fiルーターに設定する場合\n\n参考URL (IPv6プラス設定)\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm,"インターネットの接続設定についてですね。
どのような機器を、どのような状況で設定されますでしょうか？

もしよろしければ、以下の中から最も近い状況をご確認ください。

**1. 新しいスマートフォンやパソコンをWi-Fiに接続したい場合**
回線側での特別な設定は不要です。お持ちの端末でWi-Fiの接続設定を行ってください。
詳しい設定方法は、以下の公式サイトをご参照ください。
*   **Windows:** [https://support.microsoft.com/ja-jp/windows/windows-で-wi-fi-ネットワークに接続する-1f881677-b569-0cd5-010d-e3cd3579d263](https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263)
*   **Android:** [https://support.google.com/android/answer/9075847?hl=ja](https://support.google.com/android/answer/9075847?hl=ja)
*   **iPhone:** [https://support.apple.com/ja-jp/111107](https://support.apple.com/ja-jp/111107)

**2. ゲーム機をインターネットに接続したい場合**
各メーカーの公式サイトに接続方法が記載されています。
*   **Nintendo Switch:** [https://support.nintendo.com/jp/switch/internet/wireless.html](https://support.nintendo.com/jp/switch/internet/wireless.html)
*   **PlayStation:** [https://www.playstation.com/ja-jp/support/connectivity/internet-connect-playstation/](https://www.playstation.com/ja-jp/support/connectivity/internet-connect-playstation/)

**3. Wi-Fiの電波を広げるための中継器（TP-Link製）を設定したい場合**
Wi-Fiルーターの「WPSボタン」を使って簡単に設定できます。詳しくは以下のページをご確認ください。
*   **TP-Link サポート:** [https://www.tp-link.com/jp/support/faq/1699/](https://www.tp-link.com/jp/support/faq/1699/)

**4. そもそもインターネットに繋がらない場合**
ホームゲートウェイ（インターネット接続機器）のランプがどのような状態かをご確認いただくと、原因の切り分けができる可能性がございます。
*   **NTT西日本エリアの方:** [https://flets-w.com/user/support/solve/notconnect/check_03/](https://flets-w.com/user/support/solve/notconnect/check_03/)
*   **NTT東日本エリアの方:** [https://web113.ntt-east.co.jp/selfcheck/internet/](https://web113.ntt-east.co.jp/selfcheck/internet/)

もし上記に当てはまらない場合や、ご不明な点がございましたら、お使いの機器名や詳しい状況などを教えていただけますでしょうか。",0.759,〇
87,PPPOEとIPOEについて,PPoEとIPoEは、インターネットに接続する方式の違いです。\nPPPoEは従来の方式で、IPoEは次世代の方式です。\n\nPPPoE\n接続方式 プロバイダーの網終端装置を経由するトンネル方式\n通信速度 最大1Gbps\nインターネットプロトコル IPv4のみ対応\n接続時の認証 IDとパスワードの入力が必要\n\nIPoE\n接続方式 プロバイダのネットワーク（イーサネット）に直接接続するネイティブ方式\n通信速度 最大10Gbps\nインターネットプロトコル IPv4とIPv6の両方に対応\n接続時の認証 IDとパスワードの入力が不要,"お問い合わせいただきありがとうございます。
PPPoEとIPoEについてですね。

これらは、どちらもインターネットに接続するための通信方式の種類です。
それぞれの特徴を簡単にご説明します。

---

### **PPPoE（ピーピーピーオーイー）**

*   従来の一般的な接続方式です。
*   接続には、プロバイダから発行されたIDとパスワードが必要です。
*   利用者が多い時間帯には、通信が混雑して速度が遅くなることがあります。

### **IPoE（アイピーオーイー）**

*   新しい接続方式です。
*   IDとパスワードは不要で、対応機器を接続するだけで利用できます。
*   通信経路が広く、混雑に強いため、安定した高速通信が期待できます。

---

簡単にまとめますと、**PPPoE**は「ID・パスワードが必要な従来の方式」、**IPoE**は「ID・パスワードが不要で、より高速で安定した新しい方式」とご理解いただくと分かりやすいかと存じます。

ご不明な点がございましたら、お気軽にお尋ねください。",0.837,〇
88,CAP番号について,CAF番号(キャフ番号)とは、フレッツ光やスリム光などの光回線の契約時にNTTから発行されるお客さまIDです。\n英数字で構成されており、光回線そのものの識別番号として機能します。\n当社では、V6プラスの信号を送信するときに利用します。,"お問い合わせいただき、ありがとうございます。

お調べいたしましたが、あいにく「CAP番号」に関する情報が見つかりませんでした。
ご期待に沿えず、申し訳ございません。

もし、どのような目的でCAP番号が必要になったかなど、もう少し詳しく教えていただけますと、改めてお調べいたします。

お手数をおかけいたしますが、よろしくお願いいたします。",0.0,×
89,事務手数料について,事務手数料ですが、一律2200円となります。\nご契約情報の変更の時にかかります。,"お問い合わせいただき、ありがとうございます。

恐れ入りますが、ご質問いただいた「事務手数料」に関する情報が見つかりませんでした。

どのようなお手続きに関する事務手数料についてお知りになりたいでしょうか。
例えば、「ご契約時」や「プラン変更時」など、もう少し詳しく教えていただけますと、的確なご案内ができます。

お手数をおかけしますが、ご確認のほどよろしくお願いいたします。",0.0,×
90,移転工事費用について,契約料 880円 引込工事料金が22000円となります。\nひかり電話・スリムテレビがある場合、別途費用がかかります。,"お問い合わせいただき、ありがとうございます。
移転工事費用についてですね。

申し訳ございませんが、お調べいたしましたが、ご質問いただいた移転工事費用に関する情報が見つかりませんでした。

移転工事費用は、ご契約のサービス内容や移転先の状況によって異なります。
お手数をおかけしますが、詳細につきましては担当部署へご確認いただけますでしょうか。

ご期待に沿えず、大変申し訳ございません。",0.0,×
91,TPLINKの中継器設定について,TP-Linkの中継器の設定には、Wi-FiルーターのWPSボタンを使用する方法や、スマートフォンアプリ「Tether」を使用する方法などがあります。\n\n【WPSボタンを使用する方法】\n中継器をWi-Fiルーターのそばのコンセントに接続します。\nWi-FiルーターのWPSボタン(AOSSやかんたん接続ボタン9を押します。\n中継器のWPSボタンを押します。\n中継器のランプが点灯に変わるまで待ちます。\nランプが点灯後、設定完了になります。\n\n参考URL\nhttps://www.tp-link.com/jp/support/faq/1699/,"お問い合わせいただきありがとうございます。
TP-Linkの中継器の設定についてご案内いたします。

TP-Linkの中継器を設定するには、主に2つの方法がございます。

**1. WPSボタンを使用する方法**
ルーターと中継器のボタンを押すだけで簡単に設定できます。

**【設定手順】**
1. 中継器をWi-Fiルーターの近くにあるコンセントに差し込みます。
2. Wi-FiルーターのWPSボタン（AOSSやかんたん接続ボタンと表記されている場合もあります）を押します。
3. 次に、中継器のWPSボタンを押します。
4. 中継器のランプが点灯に変わるまでお待ちください。
5. ランプが点灯しましたら、設定は完了です。

**2. スマートフォンアプリ「Tether」を使用する方法**
スマートフォンのアプリを使って、画面の指示に従いながら設定を進める方法もございます。

より詳しい情報や図解については、以下の公式サイトもご参照ください。
参考URL: [https://www.tp-link.com/jp/support/faq/1699/](https://www.tp-link.com/jp/support/faq/1699/)

その他、ご不明な点がございましたらお気軽にお尋ねください。",0.858,〇
92,ゲーム機をインターネットに接続する方法,各種URL\nhttps://support.nintendo.com/jp/switch/internet/wireless.html \nhttps://support.nintendo.com/jp/switch/internet/wired.html \nhttps://www.playstation.com/ja-jp/support/connectivity/internet-connect-playstation/,"お問い合わせありがとうございます。
ゲーム機のインターネット接続方法についてですね。

お使いのゲーム機の種類によって設定方法が異なりますので、以下の公式サイトをご参照ください。

**■ Nintendo Switch**
*   無線（Wi-Fi）で接続する場合
    https://support.nintendo.com/jp/switch/internet/wireless.html
*   有線で接続する場合
    https://support.nintendo.com/jp/switch/internet/wired.html

**■ PlayStation**
*   https://www.playstation.com/ja-jp/support/connectivity/internet-connect-playstation/

上記をご確認いただいても接続がうまくいかない場合や、ご不明な点がございましたら、お気軽にお問い合わせください。",0.687,×
93,WiFiの接続方法について,Wi-Fiに接続するには、Wi-FiルーターとWi-Fi対応の機器(パソコンやスマートフォンなど)が必要です。\nネットワーク名(SSID)と暗号化キー(パスワード)を入力することで接続できます。,"お問い合わせありがとうございます。
Wi-Fiの接続方法についてですね。

Wi-Fiに接続するには、一般的にお使いのパソコンやスマートフォンなどの端末で、Wi-Fiルーターの側面や底面に記載されているネットワーク名（SSID）を選択し、パスワード（暗号化キー）を入力する方法がございます。

ルーターの初期設定や詳細な設定方法につきましては、メーカーごとに手順が異なりますので、お使いのWi-Fiルーターの公式サイトをご参照いただくのが確実です。

**【各メーカーの参考URL】**

*   **TPLINK:** https://www.tp-link.com/jp/support/faq/87/
*   **NEC:** https://www.aterm.jp/support/guide/
*   **BUFFALO:** https://www.buffalo.jp/support/faq/detail/129.html
*   **ELECOM:** https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152
*   **ASUS:** https://www.asus.com/jp/support/faq/1005263/
*   **I-O DATA:** https://www.iodata.jp/support/qanda/answer/s30352.htm

もし設定がうまくいかない場合やご不明な点がございましたら、当社お客様サポート（**0120-36-3624**）でも可能な範囲で対応させていただきますので、お気軽にお問い合わせください。",0.83,〇
94,落雷直後からネットが使えなくなった,落雷直後にインターネットが使えなくなった場合は、機器の電源を再起動したり、ケーブルを接続し直したりすることで改善する場合があります。\n\n【対処法】\nモデムや機器の電源を再起動する。\nモデムや機器の電源コードを抜き、数分間待って差込み直す。\nケーブルを再接続する。\n電源コードが抜かれていなかった場合は、外してから10秒ほど時間を空けたあとに再度接続する。\nネットワーク機器に異常が発生しているかどうかを確認する。\n\n【注意点】\n雷が完全に止んでから再起動を行うのが安全です。\nケーブルの再接続後もインターネットに接続できないときは、ネットワーク機器に異常が発生しているかどうかを確認します。\n雷サージによる一時的な障害であれば、再起動することで問題が解消することがあります。\n雷によってPC周辺機器が故障してしまうと、インターネット接続ができなくなってしまいます。,"落雷の後からインターネットがご利用いただけないとのこと、ご不便をおかけしております。

落雷の影響で、ルーターやモデムなどの通信機器に一時的な不具合が生じている可能性がございます。
まず、お手数ですが、お使いの通信機器（モデムやルーターなど）の電源をコンセントから抜き、5分ほど待ってから再度電源を入れ直し、再起動をお試しいただけますでしょうか。

再起動で改善しない場合は、機器のランプの状態から原因を特定できる場合がございます。
以下のサイトをご参照いただき、ランプの状態をご確認ください。

■NTT西日本エリアをご利用の場合
https://flets-w.com/user/support/solve/notconnect/check_03/

■NTT東日本エリアをご利用の場合
https://web113.ntt-east.co.jp/selfcheck/internet/

上記をお試しいただいても状況が改善されない場合は、機器が故障している可能性も考えられます。その際は、大変お手数ですが再度お問い合わせください。",0.945,〇
95,再起動について,インターネットや電話が繋がらなくなった時に、NTTルーター(HGW)やWi-Fiルーターを再起動すると、インターネットや電話が復旧する場合がございます。\nインターネットや電話が繋がらなくなった時に、電源のオフ・オンをお試しください。,"お問い合わせいただきありがとうございます。
「再起動」についてですね。

インターネットの接続が不安定な場合などは、ご利用の通信機器（ルーターやホームゲートウェイなど）を再起動することで改善されることがございます。

よろしければ、以下の手順をお試しください。

1.  パソコンやスマートフォンなど、インターネットに接続している端末の電源をオフにします。
2.  ご利用のルーターやホームゲートウェイの電源アダプターをコンセントから抜きます。
3.  1分ほど待ってから、再度電源アダプターをコンセントに差し込みます。
4.  機器のランプが正常に点灯するまで、数分間待ちます。
5.  電源をオフにした端末を起動し、インターネットに接続できるかご確認ください。

もし特定の機器の再起動方法についてお知りになりたい場合は、お手数ですが機器名などを詳しく教えていただけますでしょうか。",0.796,〇
96,ネットが途切れる,インターネットが途切れる原因には、端末や機器、通信方式、回線事業者側の問題などが有ります。\n\n【端末や機器の問題】\n端末やアプリが古い\nメモリやCPUなどのスペックが不足している\nOSがアップデートされていない\nブラウザやアプリのバージョンが古い\nルーターやモデムが熱を持ち不具合を起こしている\n\n【通信方式の問題】\nIPv4という通信方式はアクセス集中に弱く、混雑しがちな時間帯に通信速度が低下する可能性がある\n\n【回線事業者側の問題】\n基地局の設備に不備が起きている\n接続に関するオペレーションにトラブルが生じていたりする\n\n【その他の原因】\nWi-Fiの電波干渉が起きている\nIPアドレスが重複している\nアクセスポイントの位置が悪い\nネットワークの帯域が不足している\n外部から攻撃を受けている\nセキュリティ対策ソフトの設定によっては特定のサイトに接続できない\n複数のセキュリティ対策ソフトをインストールしていると不具合が生じる\n,"お問い合わせありがとうございます。
インターネット接続が途切れてしまうとのこと、ご不便をおかけしております。

接続が不安定な場合、いくつかの原因が考えられます。
まず、お手数ですが以下の点をご確認いただけますでしょうか。

1.  **通信機器の再起動**
    ご利用のモデムやルーター、ホームゲートウェイなどの電源を一度コンセントから抜き、数分待ってから再度差し込んで再起動をお試しください。多くの場合、これだけで改善することがございます。

2.  **ホームゲートウェイのランプ状態の確認**
    機器のランプが正常に点灯しているかをご確認いただくことで、問題の切り分けに役立ちます。
    以下のサイトをご参考に、ランプの状態をご確認ください。

    *   **NTT西日本をご利用の場合**
        https://flets-w.com/user/support/solve/notconnect/check_03/
    *   **NTT東日本をご利用の場合**
        https://web113.ntt-east.co.jp/selfcheck/internet/

もし、特定の端末（PCやスマートフォンなど）だけで症状が発生する場合は、その端末の再起動やWi-Fiの再設定もお試しください。

上記をご確認いただいても改善しない場合は、より詳しく状況をお調べいたしますので、お手数ですが再度お問い合わせいただけますでしょうか。",0.893,〇
