No,質問,期待回答,実際回答,スコア,判定
69,電話が使えなくなりました。どのようにすればよろしいですか,故障が考えられます。\nNTTルーター(HGW)のプランのひかり電話をご確認ください。\nランプが消灯していた場合は、故障になります。\n0120-805-113または0120-36-3624までお問い合わせください。,"お電話がご利用になれないとのこと、ご不便をおかけしております。

お電話をご利用いただくには、「ONU（光回線終端装置）」という機器が正しく動作している必要がございます。
一時的な不具合の可能性もございますので、まずはONUの再起動をお試しいただけますでしょうか。

**【ONUの再起動手順】**
1. ONUに接続されている電源アダプターをコンセントから抜きます。
2. 30秒〜1分ほどお待ちください。
3. 再度、電源アダプターをコンセントに差し込み、機器のランプが正常に点灯するまで数分間お待ちください。

もし、再起動しても状況が改善されない場合は、お手数ですが、担当部署にて詳細を確認いたしますので、ご連絡いただけますでしょうか。",0.794,〇
70,送付住所変更希望,毎月届く請求書や明細などの送付物の宛名・住所に変更されたい場合は、お電話のみ承っております。\n0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
ご登録の送付先住所の変更をご希望でいらっしゃいますね。

誠に申し訳ございませんが、お問い合わせいただいた住所変更の手続きに関する情報が見つかりませんでした。
お手数をおかけいたしますが、担当部署にてお手続きを承りますので、カスタマーサポートまでご連絡いただけますでしょうか。",0.0,×
71,解約はどのくらいまえに連絡すればよろしいですか,解約を希望する1ヶ月前までにご連絡ください。,"お問い合わせいただき、ありがとうございます。

ご解約のご連絡をいただく時期についてですね。

大変申し訳ございませんが、お問い合わせいただいた情報の中には、解約手続きに関する詳細な記載がございませんでした。

一般的に、解約のご連絡が必要な時期はご契約内容によって異なります。お手数ではございますが、ご契約時の書類をご確認いただくか、担当部署までお問い合わせいただけますでしょうか。",0.807,〇
72,請求書の支払期限がきれてしまいました。どのようにすればよろしいですか,自動的に再送されます。,"お問い合わせありがとうございます。

お支払期限が過ぎた請求書につきましては、後日自動的に再送されます。
再送された請求書がお手元に届きましたら、そちらでお支払いいただきますようお願いいたします。",0.787,〇
73,V6プラスを利用したい,0120-36-3624までお問い合わせください。\n当社にてV6プラスの信号を送信し、翌日からご利用頂けます。\n※インターネット(V6プラス)がご利用できない場合は、何らかの理由がございますので、こちらも当社までお問い合わせください。,"V6プラスのご利用をご希望とのこと、承知いたしました。

お申し込みは、お電話にて承っております。
お手数ですが、以下の番号までお問い合わせください。

**お問い合わせ窓口：0120-36-3624**

当社にてV6プラスの信号を送信し、お手続きの翌日からご利用いただけるようになります。

もし、翌日以降もインターネット（V6プラス）がご利用できない場合は、何らかの原因が考えられますので、その際も上記窓口までご連絡いただきますようお願いいたします。",0.831,〇
74,V6プラスをきってほしい,0120-36-3624までお問い合わせください。\n当社にてV6プラスの信号を切断後、翌日からご利用頂けなくなります。,"V6プラスの停止をご希望とのこと、承知いたしました。

V6プラスの停止手続きは、お電話にて承っております。
大変恐れ入りますが、以下の窓口までご連絡をお願いいたします。

**【お問い合わせ窓口】**
**0120-36-3624**

お電話にて手続きが完了しましたら、当社にてV6プラスの信号を切断し、翌日からご利用いただけなくなります。
お手数をおかけしますが、よろしくお願いいたします。",0.775,〇
75,プロバイダのパスワードを無くしました。再度発行してもらえますか,再発行可能です。\n0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。
プロバイダのパスワードを紛失されたとのこと、ご不便をおかけしております。

誠に申し訳ございませんが、お調べしたところ、パスワードの再発行に関する情報が見つかりませんでした。

大変恐れ入りますが、パスワードの再発行につきましては、ご契約されているプロバイダの公式サイトからお手続きいただくか、サポート窓口へ直接お問い合わせくださいますようお願いいたします。

ご契約時の書類にお客様IDやお問い合わせ先が記載されているかと存じますので、そちらも併せてご確認いただけますと幸いです。

お手数をおかけいたしますが、よろしくお願い申し上げます。",0.0,×
76,ONUとはなんですか,ONU(光回線終端装置)とは、光回線を利用するために光信号とデジタル信号を相互に変換する機器です。\n光ファイバーケーブルから送られてくる光信号をデジタル信号に変換したりパソコンやスマートフォンなどの端末から送られてくるデジタル信号を光信号に変換する役割を果たします。\nこの装置がないとインターネットや固定電話がご利用できません。,"お問い合わせありがとうございます。

ONU（オーエヌユー）とは「光回線終端装置」のことで、光回線でインターネットをご利用になる際に必要不可欠な機器です。

主な役割は、光ファイバーケーブルを通ってくる「光信号」と、パソコンやスマートフォンで使われる「デジタル信号」を相互に変換することです。
この装置がないとインターネットや固定電話がご利用いただけないため、非常に重要な役割を担っています。",0.773,〇
77,ホームゲートウェイ(HGW)とはなんですか,ホームゲートウェイ(HGW)とは、光回線やひかり電話などの機能が一体になった機器です。\n一般的に「ひかり電話対応ルーター」とも呼ばれます。,"お問い合わせありがとうございます。

ホームゲートウェイ(HGW)とは、光回線やひかり電話などの機能が一体になった機器のことです。
一般的に「ひかり電話対応ルーター」とも呼ばれております。",0.938,〇
78,ホームゲートウェイのランプ状態について,下記URLをご参照ください。\n\nNTT西日本参考サイト\nhttps://flets-w.com/user/support/solve/notconnect/check_03/ \n\nNTT東日本参考サイト\nhttps://web113.ntt-east.co.jp/selfcheck/internet/,"お問い合わせいただきありがとうございます。

申し訳ございませんが、ご質問いただいた「ホームゲートウェイのランプ状態」に関する情報が、あいにくこちらでは見つけられませんでした。

一般的に、ホームゲートウェイのランプは、電源、インターネットへの接続状況、Wi-Fiの状態などを示しています。ランプの色（緑、オレンジなど）や状態（点灯、点滅、消灯）によって、機器が正常に動作しているか、あるいは何らかの問題が発生しているかを確認することができます。

もしよろしければ、お使いの機器の製品名や、どのランプが何色で点灯・点滅しているかなど、詳しい状況をお知らせいただけますでしょうか。より的確なご案内ができるかと存じます。",0.543,×
79,電話番号を解約して、ネットだけにしたい,可能です。\nNTTルーターが変更になる場合・再設定が必要になる場合がございます。,"お問い合わせいただきありがとうございます。
電話サービスのみを解約し、インターネットサービスは継続してご利用されたいとのことでございますね。

ご契約内容によってお手続き方法が異なりますので、恐れ入りますが、詳細を確認のうえご案内させていただきます。
大変お手数ですが、担当窓口まで一度お問い合わせいただけますでしょうか。

何卒よろしくお願い申し上げます。",0.796,〇
80,解約後について,解約後、何かしらのサービスがご利用いただけなくなった場合、当社では責任を持つことはできません。\n早急にご利用の復旧に向け手続きを致しますが、お時間が要する場合がございますので解約をご検討・事業者変更の場合は特にご注意ください。,"お問い合わせいただきありがとうございます。

ご解約後についてですね。

ご解約に関しまして、契約期間と違約金についてご案内いたします。
弊社のスリム光サービスは、2年間の自動更新契約となっております。
契約期間の満了月以外にご解約される場合、以下の違約金が発生いたしますのでご注意ください。

*   **定額制プラン**：5,000円
*   **電話のみのプラン**：2,200円

また、ご解約後の機器のご返却など、その他のお手続きに関する詳細な情報につきましては、誠に申し訳ございませんが、現在こちらでお調べすることができませんでした。

お手数をおかけしますが、詳しい情報が必要な場合は、担当部署までお問い合わせいただけますでしょうか。
よろしくお願いいたします。",0.875,〇
81,リモートサポートについて,遠隔ソフトを使って当社にて、セキュリティソフトのインストール・メールアドレスの設定などを支援するサポートメニューとなります。\n月額料金 550円\n事務契約手数料 0円,"お問い合わせいただき、ありがとうございます。

誠に申し訳ございませんが、ご提示いただいた情報の中には「リモートサポート」に関する具体的な情報が見当たりませんでした。

一般的に「リモートサポート」とは、お客様のパソコンやスマートフォンの画面を、サポート担当者がインターネット経由で確認・操作し、遠隔で問題解決をお手伝いするサービスを指します。お客様はご自宅にいながら、専門のスタッフによるサポートを受けることができます。

もし、当社のリモートサポートサービスについて具体的な内容やご利用方法をお知りになりたい場合は、お手数ですが、どのようなことでお困りか、もう少し詳しくお教えいただけますでしょうか。",0.0,×
82,スリムテレビについて,スリムテレビとは、NTT東西のフレッツテレビと同等のサービスとなります。\n月額料金 825円で地デジとBSサービスをご利用頂けます。\nご利用頂けるチャンネルは、地域により異なります。\nNTT西日本 参考URL\nhttps://flets-w.com/opt/ftv/terms/channel.html \n\nNTT東日本 参考URL\nhttps://flets.com/ftv/channel.html \n\nご利用頂くには、提供エリアでかつ、対応のルーター・テレビ配線が必要となります。\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせいただき、ありがとうございます。

誠に申し訳ございませんが、お尋ねの「スリムテレビ」につきまして、ご案内できる情報が見つかりませんでした。

もしよろしければ、「スリムテレビ」についてどのような情報をお探しでしょうか。
例えば、弊社で提供しているテレビサービスに関するご質問か、あるいは特定の製品についてかなど、もう少し詳しく教えていただけますと幸いです。

お手数をおかけいたしますが、よろしくお願いいたします。",0.0,×
83,電話のみの利用は可能ですか,ご利用可能です,"お問い合わせいただきありがとうございます。

お尋ねの「電話のみのご利用」につきまして、いただいた参考情報の中には、その可否について直接お答えできる内容が見当たりませんでした。

弊社の固定電話サービスは、光回線を利用するための「ONU（光回線終端装置）」という機器を介して提供されます。
通常、光回線を利用した電話サービスはインターネット接続とセットでのご契約となりますが、プランによってはご案内が異なる場合がございます。

正確な情報をご提供するため、大変お手数ではございますが、詳細につきましては担当窓口までお問い合わせいただけますでしょうか。",0.0,×
84,故障センターに繋がる番号を教えてください,下記が窓口となります。\n電話が使えない・光ファイバーが断線したなどの故障時の場合\n・0120-805-113 9時〜17時 (17時以降は録音により順次折り返し対応となります)\n\nインターネットが使えないなどの場合\n・0120-36-3624 10時〜19時(土 10時〜17時) ※日・祝除く,"お問い合わせありがとうございます。

参考情報の中から、お問い合わせに関連する可能性のある窓口をご案内いたします。

工事に関するお問い合わせ窓口として、以下の番号がございます。
**0120-36-3624**

こちらは主に工事に関するお問い合わせ窓口となりますが、故障の状況についてもお伝えいただければ、適切なご案内ができるかと存じます。

お手数ですが、一度こちらの番号へお問い合わせいただけますでしょうか。",0.861,〇
85,公式LINEのIDを教えてください,@479bygytになります。,"お問い合わせいただきありがとうございます。
公式LINEのIDは「@479bygyt」でございます。",0.727,〇
86,インターネットの接続設定について,設定方法ですが、4通りございます。\n\nPPPoE設定\n◆NTTルーター(HGW)の設定する場合 ※ONUのみは対象外\nNTTルータ(HGW)をパソコンをインターネットケーブル(LANケーブル)で繋ぎます。(スマートフォンで設定の場合は、Wi-Fiルーターを用意しアクセスポイントモードに切替Wi-Fi経由で接続します)\nインターネットを開き、192.168.1.1 と検索し、ログイン画面を表示します。\nID user パスワード user を入力し、ログインをして頂きます。\n※ログインできない場合は初期化が必要になる場合がございます。(ひかり電話番号が2契約以上ある場合は、当社までご連絡ください。)\n\nその後、接続先設定の画面が表示されていた場合は、接続先名 スリム 接続先ユーザ名 当社より送付しているID情報 接続パスワード 当社より送付しているパスワード情報をご入力します。\n入力後、画面を下にスクロールいただき、設定をクリックいただき、設定完了です。\n無事インターネットが繋がると、NTTルーター(HGW)のPPPoEランプが緑に点灯します。\n※画面がでてこない場合は、左のタブの接続先設定IPv4 PPPoEをクリック頂き、画面中部のメインセッションをクリック頂くと表示されます。\n\n◆各種Wi-Fiルーターに設定する場合\n各種Wi-Fiルーターを参照ください。\n\n参考URL PPPoE設定\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm \n\nIPoE\n◆NTTルーター(HGW)の設定する場合 ※ONUのみは対象外\n当社より、IPoE方式でご利用するための信号を送信いたします。\n翌日以降ご利用頂けます。\n※当社の信号が送信できない理由(解消までご利用できません)\n他社様のIPoEの信号が切れてない・契約者・CAF相違で現地のルーターが識別できない・NTTルーター(HGW)の電源が入ってないなど。\n\n◆各種Wi-Fiルーターに設定する場合\n\n参考URL (IPv6プラス設定)\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm,"お問い合わせいただきありがとうございます。
インターネットの接続設定についてですね。

インターネットをご利用いただくためには、まず光回線終端装置（ONU）が正しく設置されている必要がございます。
ONUは、光ファイバーケーブルから送られてくる光信号を、パソコンやスマートフォンで利用できるデジタル信号に変換するための重要な機器です。

もし、ONUやWi-Fiルーターの配線、パソコンでの初期設定など、特定の状況についてお困りのことがございましたら、もう少し詳しく教えていただけますでしょうか。
より的確なご案内をさせていただきます。",0.756,〇
87,PPPOEとIPOEについて,PPoEとIPoEは、インターネットに接続する方式の違いです。\nPPPoEは従来の方式で、IPoEは次世代の方式です。\n\nPPPoE\n接続方式 プロバイダーの網終端装置を経由するトンネル方式\n通信速度 最大1Gbps\nインターネットプロトコル IPv4のみ対応\n接続時の認証 IDとパスワードの入力が必要\n\nIPoE\n接続方式 プロバイダのネットワーク（イーサネット）に直接接続するネイティブ方式\n通信速度 最大10Gbps\nインターネットプロトコル IPv4とIPv6の両方に対応\n接続時の認証 IDとパスワードの入力が不要,"お問い合わせいただきありがとうございます。
PPPoEとIPoEについてご説明しますね。

PPPoEとIPoEは、どちらもインターネットに接続するための通信方式ですが、それぞれに特徴があります。IPoEがより新しい次世代の方式です。

### **PPPoE**
従来の接続方式です。プロバイダーの「網終端装置」という機器を経由して接続するため、時間帯によっては回線が混雑しやすくなることがあります。
*   **接続方式**: トンネル方式
*   **通信速度**: 最大1Gbps
*   **接続認証**: IDとパスワードの入力が必要

### **IPoE**
新しい次世代の接続方式です。プロバイダーのネットワークに直接接続するため、通信が安定しており、大容量のデータ通信も快適に行えます。
*   **接続方式**: ネイティブ方式
*   **通信速度**: 最大10Gbps
*   **接続認証**: IDとパスワードの入力が不要

簡単にご説明すると、IPoE方式の方が混雑しにくく、より快適にインターネットをご利用いただける可能性が高いです。

その他、ご不明な点がございましたらお気軽にお尋ねください。",0.88,〇
88,CAP番号について,CAF番号(キャフ番号)とは、フレッツ光やスリム光などの光回線の契約時にNTTから発行されるお客さまIDです。\n英数字で構成されており、光回線そのものの識別番号として機能します。\n当社では、V6プラスの信号を送信するときに利用します。,"お問い合わせありがとうございます。
お尋ねの「CAP番号」は、もしかして「CAF番号（キャフばんごう）」のことではないでしょうか。

CAF番号とは、フレッツ光などの光回線をご契約された際に、NTTから発行されるお客様IDのことです。

英数字で構成されており、光回線そのものを識別するための番号として機能します。
当社では、V6プラスの信号を送信する際にこの番号を利用しております。

ご不明な点がございましたら、お気軽にお尋ねください。",0.865,〇
89,事務手数料について,事務手数料ですが、一律2200円となります。\nご契約情報の変更の時にかかります。,"お問い合わせいただきありがとうございます。

申し訳ございませんが、ご質問いただいた「事務手数料」に関する情報が見つかりませんでした。

事務手数料は、ご契約内容やお手続きの種類によって異なる場合がございます。
お手数ですが、どのようなお手続き（例：新規契約、名義変更、プラン変更など）に関する事務手数料についてお知りになりたいか、もう少し詳しく教えていただけますでしょうか。",0.0,×
90,移転工事費用について,契約料 880円 引込工事料金が22000円となります。\nひかり電話・スリムテレビがある場合、別途費用がかかります。,"お問い合わせいただき、ありがとうございます。

移転工事費用についてお調べいたしましたが、あいにく、お答えできる情報が見つかりませんでした。
移転先の建物の状況や工事内容によって費用が異なる場合がございます。

誠に恐れ入りますが、詳細につきましては担当部署へお問い合わせいただけますでしょうか。
お手数をおかけいたしますが、よろしくお願い申し上げます。",0.0,×
91,TPLINKの中継器設定について,TP-Linkの中継器の設定には、Wi-FiルーターのWPSボタンを使用する方法や、スマートフォンアプリ「Tether」を使用する方法などがあります。\n\n【WPSボタンを使用する方法】\n中継器をWi-Fiルーターのそばのコンセントに接続します。\nWi-FiルーターのWPSボタン(AOSSやかんたん接続ボタン9を押します。\n中継器のWPSボタンを押します。\n中継器のランプが点灯に変わるまで待ちます。\nランプが点灯後、設定完了になります。\n\n参考URL\nhttps://www.tp-link.com/jp/support/faq/1699/,"お問い合わせありがとうございます。
TPLINKの中継器の設定についてですね。

TP-Linkの中継器は、Wi-FiルーターのWPSボタンを使うと簡単に設定できます。
以下に手順をご案内しますね。

**【WPSボタンを使用する設定方法】**
1. 中継器をWi-Fiルーターの近くにあるコンセントに接続します。
2. Wi-FiルーターのWPSボタン（AOSSや、かんたん接続ボタンなど）を押します。
3. 次に、中継器のWPSボタンを押します。
4. 中継器のランプが点灯に変わるまでしばらくお待ちください。
5. ランプが点灯に変わりましたら、設定は完了です。

また、スマートフォンアプリ「Tether」を使用して設定する方法もございます。

より詳しい情報については、以下のURLもご参照ください。
https://www.tp-link.com/jp/support/faq/1699/

ご不明な点がございましたら、お気軽にお尋ねください。",0.855,〇
92,ゲーム機をインターネットに接続する方法,各種URL\nhttps://support.nintendo.com/jp/switch/internet/wireless.html \nhttps://support.nintendo.com/jp/switch/internet/wired.html \nhttps://www.playstation.com/ja-jp/support/connectivity/internet-connect-playstation/,"お問い合わせいただき、ありがとうございます。

ゲーム機をインターネットに接続するには、主に以下の2つの方法がございます。

### 1. Wi-Fiで接続する（無線接続）
無線LANルーター（Wi-Fiルーター）を利用して接続する方法です。

**【主な手順】**
1. ゲーム機本体の「設定」メニューから「インターネット設定」や「ネットワーク設定」の項目を開きます。
2. 「Wi-Fi（無線LAN）で接続する」といった項目を選択します。
3. ご利用中のWi-Fiネットワーク名（SSID）を選択し、パスワード（暗号化キー）を入力します。
4. 接続テストを行い、成功すれば完了です。

※ネットワーク名（SSID）やパスワードは、通常、Wi-Fiルーター本体の側面や底面に記載されています。

### 2. LANケーブルで接続する（有線接続）
LANケーブルを使って、ゲーム機とルーターを直接つなぐ方法です。通信が安定しやすいというメリットがあります。

**【主な手順】**
1. LANケーブルをご用意いただき、一方をゲーム機に、もう一方をルーターの空いているポートに差し込みます。
2. ゲーム機本体の「設定」メニューから「インターネット設定」や「ネットワーク設定」の項目を開きます。
3. 「LANケーブル（有線）で接続する」といった項目を選択します。
4. 多くの場合、自動的に設定が完了します。

お使いのゲーム機の種類によって設定画面の名称などが異なる場合がございますので、詳しくはゲーム機の取扱説明書や公式サイトもあわせてご確認いただけますと幸いです。",0.208,×
93,WiFiの接続方法について,Wi-Fiに接続するには、Wi-FiルーターとWi-Fi対応の機器(パソコンやスマートフォンなど)が必要です。\nネットワーク名(SSID)と暗号化キー(パスワード)を入力することで接続できます。,"お問い合わせありがとうございます。
Wi-Fiの接続方法についてですね。

新しいパソコンやスマートフォンをWi-Fiに接続する場合、お使いの端末側での設定のみで完了し、回線側でのお手続きは特に必要ございません。

一般的に、接続にはWi-Fiルーターの本体に記載されているネットワーク名（SSID）とパスワード（暗号化キー）の入力が必要となります。

詳しい設定手順につきましては、お使いの端末の種類に応じて、以下の公式サイトをご参照ください。

*   **Windowsをご利用の場合**
    [https://support.microsoft.com/ja-jp/windows/windows-で-wi-fi-ネットワークに接続する-1f881677-b569-0cd5-010d-e3cd3579d263](https://support.microsoft.com/ja-jp/windows/windows-で-wi-fi-ネットワークに接続する-1f881677-b569-0cd5-010d-e3cd3579d263)

*   **Androidをご利用の場合**
    [https://support.google.com/android/answer/9075847?hl=ja](https://support.google.com/android/answer/9075847?hl=ja)

*   **iPhoneをご利用の場合**
    [https://support.apple.com/ja-jp/111107](https://support.apple.com/ja-jp/111107)

もし上記で解決しない場合や、ご不明な点がございましたら、お気軽にお尋ねください。",0.841,〇
94,落雷直後からネットが使えなくなった,落雷直後にインターネットが使えなくなった場合は、機器の電源を再起動したり、ケーブルを接続し直したりすることで改善する場合があります。\n\n【対処法】\nモデムや機器の電源を再起動する。\nモデムや機器の電源コードを抜き、数分間待って差込み直す。\nケーブルを再接続する。\n電源コードが抜かれていなかった場合は、外してから10秒ほど時間を空けたあとに再度接続する。\nネットワーク機器に異常が発生しているかどうかを確認する。\n\n【注意点】\n雷が完全に止んでから再起動を行うのが安全です。\nケーブルの再接続後もインターネットに接続できないときは、ネットワーク機器に異常が発生しているかどうかを確認します。\n雷サージによる一時的な障害であれば、再起動することで問題が解消することがあります。\n雷によってPC周辺機器が故障してしまうと、インターネット接続ができなくなってしまいます。,"落雷の後からインターネットがご利用いただけないとのこと、ご不便をおかけしております。

落雷の影響で、ルーターやモデムなどの通信機器に一時的な不具合が発生している可能性がございます。
誠に恐れ入りますが、一度以下の操作をお試しいただけますでしょうか。

**【通信機器の再起動手順】**

1.  ルーターやモデムなど、インターネットに接続されている機器の電源プラグをすべてコンセントから抜いてください。
2.  そのまま5分ほどお待ちください。
3.  再度、電源プラグをコンセントに差し込み、機器のランプが正常に点灯するかご確認ください。（ランプの状態が落ち着くまで数分かかる場合がございます）

もし、上記をお試しいただいても状況が改善されない場合は、機器の故障や回線自体に問題が発生している可能性も考えられます。
その際は、詳細な状況をお伺いいたしますので、お手数ですがサポート窓口までご連絡いただけますでしょうか。

ご確認のほど、よろしくお願いいたします。",0.951,〇
95,再起動について,インターネットや電話が繋がらなくなった時に、NTTルーター(HGW)やWi-Fiルーターを再起動すると、インターネットや電話が復旧する場合がございます。\nインターネットや電話が繋がらなくなった時に、電源のオフ・オンをお試しください。,"お問い合わせいただきありがとうございます。

「再起動」についてですね。

恐れ入りますが、どのような機器の再起動についてお知りになりたいでしょうか。
（例：パソコン、スマートフォン、ルーター、ONU(光回線終端装置)など）

もし、インターネットの接続が不安定な場合の再起動手順でしたら、一般的に以下の方法で改善されることがございます。

**【インターネット接続機器の再起動手順】**

1.  パソコンやスマートフォンなど、ご利用の端末の電源をお切りください。
2.  次に、ルーター、ONU(光回線終端装置)の順に電源アダプターをコンセントから抜きます。
3.  5分ほどお待ちいただいた後、ONU、ルーターの順に電源アダプターを差し込み、機器のランプの状態が落ち着くまで数分待ちます。
4.  最後に、パソコンやスマートフォンの電源を入れ、インターネットに接続できるかお試しください。

もし上記をお試しいただいても改善しない場合や、特定の機器の再起動方法についてお知りになりたい場合は、お手数ですが、機器名などを添えて再度ご質問いただけますでしょうか。",0.773,〇
96,ネットが途切れる,インターネットが途切れる原因には、端末や機器、通信方式、回線事業者側の問題などが有ります。\n\n【端末や機器の問題】\n端末やアプリが古い\nメモリやCPUなどのスペックが不足している\nOSがアップデートされていない\nブラウザやアプリのバージョンが古い\nルーターやモデムが熱を持ち不具合を起こしている\n\n【通信方式の問題】\nIPv4という通信方式はアクセス集中に弱く、混雑しがちな時間帯に通信速度が低下する可能性がある\n\n【回線事業者側の問題】\n基地局の設備に不備が起きている\n接続に関するオペレーションにトラブルが生じていたりする\n\n【その他の原因】\nWi-Fiの電波干渉が起きている\nIPアドレスが重複している\nアクセスポイントの位置が悪い\nネットワークの帯域が不足している\n外部から攻撃を受けている\nセキュリティ対策ソフトの設定によっては特定のサイトに接続できない\n複数のセキュリティ対策ソフトをインストールしていると不具合が生じる\n,"インターネットの接続が途切れるとのこと、ご不便をおかけしております。

まず、お使いの通信機器の再起動で改善されるかお試しいただけますでしょうか。
ONU（光回線終端装置）やルーターの電源を一度切り、数分待ってから再度電源を入れて、接続が安定するかご確認ください。

多くの場合、この操作で接続が安定することがございます。

もし再起動しても状況が改善されない場合は、お手数ですが、担当部署へお問い合わせください。",0.935,〇
97,通信速度が遅くなる原因,通信速度が遅くなる原因には、機器や回線、電波干渉、接続台数などさまざまな要因が考えられます。\n\n【端末・機器側の問題】\nスマホ(パソコン)のストレージやメモリが不足している\nスマホ(パソコン)のOSがアップデートされていない\nスマホ本体(パソコン)やバッテリーが劣化・故障している\n古い機種のスマホ(パソコン)を使っている\n\n【電波干渉の問題】\n電子レンジなどの電波を発する家電やBluetoothとの電波干渉\n5Gの電波が直進性が高いという特性\n電波が届かない\n\n【設定の問題】\nループ接続されている\n\n【接続台数】\nWi-Fiルーターごとに接続台数が決まっており、同時に利用していると通信速度が落ちる傾向がある,"お問い合わせいただきありがとうございます。

通信速度が遅くなる場合、いくつかの原因が考えられます。
以下の点をご確認いただけますでしょうか。

**考えられる原因**

*   **ご利用の機器の問題**
    *   パソコンやスマートフォン、ルーターなどの通信機器を長時間利用している場合、一時的な不具合が起きている可能性があります。一度、各機器の再起動をお試しください。
*   **Wi-Fi（無線LAN）環境の問題**
    *   ルーターとパソコンやスマートフォンの間に壁などの障害物がある。
    *   電子レンジなど、他の電波を発する家電製品の近くで利用している。
    *   近隣のWi-Fiと電波が干渉している。
*   **回線の混雑**
    *   夜間など、多くの方がインターネットを利用する時間帯は、回線が混み合い速度が低下することがあります。
*   **接続している端末の数**
    *   ご家庭内で同時に複数のパソコンやスマートフォン、ゲーム機などを接続している場合、速度が分け合われるため遅くなることがあります。

もし、これらの点をご確認いただいても改善が見られない場合は、お手数ですが、さらに詳しく状況をお伺いいたしますので、再度お問い合わせください。",0.837,〇
98,TPLINKルーター(WIFIルーター)の設定について,① TPLINKルーターのポート(黄色)とNTTのルーター(HGW(一番上部(埋まってる場合はその下部))・ONU(1箇所のみ)をインターネットケーブル(LANケーブル)で繋ぎます。\n② パソコン・スマートフォンにてWi-Fi接続を行います。※Wi-FiのパスワードはTPLINKのルーターの裏に記載があります。\n③ 接続された状態で、インターネットを開きます。\n④ 検索で、tplinkwifi.net 192.168.0.1のどちらかを検索します。\n⑤ ログイン画面が表示されましたら、IDにadmin パスワードはお客様が決めて頂きます。（もし既に設定されている場合は、初期化又は当社までご連絡ください）\n⑥ クイックセットアップを選択して頂き、あとは画面に従い各種情報をご入力頂きます。（プロバイダのセットアップ情報必要）\n※V6プラスの方は、予め当社までご連絡ください。ご連絡頂いた後にV6プラスの信号を配信いたします。それ以外の方はPPPoEをご選択ください。\n以上で設定完了です。\n\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/,"お問い合わせいただき、ありがとうございます。
TPLINK製Wi-Fiルーターの設定方法について、以下の手順でご案内します。

1.  **機器の接続**
    TPLINKルーターの黄色いポートと、NTTの機器（HGWまたはONU）をLANケーブルで接続してください。

2.  **Wi-Fiへの接続**
    パソコンやスマートフォンをWi-Fiに接続します。Wi-Fiのパスワード（暗号化キー）は、TPLINKルーター本体の裏側に記載されています。

3.  **設定画面へのアクセス**
    Wi-Fiに接続した状態で、ブラウザ（ChromeやSafariなど）を起動し、アドレスバーに `tplinkwifi.net` または `192.168.0.1` と入力してアクセスします。

4.  **ログイン**
    ログイン画面が表示されたら、IDに「admin」と入力します。パスワードは初回設定時にお客様自身で決めていただきます。
    ※もし既にパスワードが設定されている場合は、ルーターを初期化するか、当社までご連絡ください。

5.  **クイックセットアップ**
    ログイン後、「クイックセットアップ」を選択し、画面の指示に従ってプロバイダから提供された情報などを入力してください。

**【ご注意】**
ご利用の回線が「V6プラス」の場合は、設定作業の前に当社までご連絡ください。ご連絡いただいた後、V6プラス用の信号を配信いたします。それ以外の方は、設定時に「PPPoE」をご選択ください。

以上で設定は完了です。
より詳しい手順については、以下の公式サイトもご参照ください。

【TPLINK サポートページ】
https://www.tp-link.com/jp/support/faq/87/

ご不明な点がございましたら、お気軽にお尋ねください。",0.863,〇
99,その他のルーターの設定について,各種Wi-Fiルーターの設定ですが、当社のお客様に限り可能な範囲で対応させて頂きます。\n0120-36-3624までお問い合わせください。\n参考URL\n【TPLINK】https://www.tp-link.com/jp/support/faq/87/ \n【NEC】https://www.aterm.jp/support/guide/ \n【BUFFALO】https://www.buffalo.jp/support/faq/detail/129.html \n【ELECOM】https://qa.elecom.co.jp/faq_detail.html?id=4003&category=152 \n【ASUS】https://www.asus.com/jp/support/faq/1005263/ \n【I-O DATA】https://www.iodata.jp/support/qanda/answer/s30352.htm,"お問い合わせいただき、ありがとうございます。

誠に申し訳ございませんが、ご質問いただいた「その他のルーターの設定」に関する情報が見つかりませんでした。

もしよろしければ、どのような設定についてお知りになりたいか、具体的な内容（例：Wi-Fiの接続設定、パスワードの変更など）を教えていただけますでしょうか。
より詳しくお伺いできれば、改めて情報をお探しいたします。",0.0,×
